/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_VGOSWEC_inertia_springs

* Project Lead:	JD
* Labview Operator:	PH
* Comments:	Dry swing test to determine moment of inertia of VGOSWEC with springs. Naming convention: PHI (signed initial pos in deg) VGM (variable geometry module angle in deg).
* Date and Time:	Tue 06 Jul 2021 11:45:01 AM EDT
***********************************************************/

"Time(s)"	"Roll(deg)"	"Pitch(deg)"	
0.00000	0.00000	0.00000
0.00200	1.35300	89.73000
0.00400	1.35300	89.73000
0.00600	0.00000	0.00000
0.00800	1.26280	89.91000
0.01000	1.35300	89.73000
0.01200	1.35300	89.73000
0.01400	1.44320	89.73000
0.01600	1.44320	89.73000
0.01800	1.44320	89.73000
0.02000	1.35300	89.82000
0.02200	0.00000	0.00000
0.02400	1.26280	89.82000
0.02600	1.26280	89.91000
0.02800	1.26280	89.82000
0.03000	1.26280	89.73000
0.03200	1.26280	89.73000
0.03400	1.26280	89.73000
0.03600	0.00000	0.00000
0.03800	1.35300	89.73000
0.04000	1.35300	89.73000
0.04200	1.44320	89.82000
0.04400	0.00000	0.00000
0.04600	1.35300	89.82000
0.04800	1.26280	89.73000
0.05000	1.26280	89.82000
0.05200	0.00000	0.00000
0.05400	1.26280	89.82000
0.05600	1.35300	89.73000
0.05800	1.35300	89.91000
0.06000	0.00000	0.00000
0.06200	1.44320	89.82000
0.06400	1.35300	89.82000
0.06600	1.35300	89.91000
0.06800	1.26280	89.91000
0.07000	1.35300	89.82000
0.07200	1.35300	0.00000
0.07400	0.00000	0.00000
0.07600	1.44320	89.73000
0.07800	1.53340	89.73000
0.08000	1.53340	89.55000
0.08200	0.00000	0.00000
0.08400	1.53340	89.55000
0.08600	1.44320	89.55000
0.08800	1.35300	89.64000
0.09000	0.00000	0.00000
0.09200	1.44320	89.73000
0.09400	1.53340	89.82000
0.09600	1.53340	89.73000
0.09800	0.00000	0.00000
0.10000	1.44320	89.73000
0.10200	1.35300	89.73000
0.10400	1.35300	89.64000
0.10600	1.26280	89.73000
0.10800	1.17260	89.82000
0.11000	1.44320	89.82000
0.11200	0.00000	0.00000
0.11400	1.35300	89.73000
0.11600	1.35300	89.73000
0.11800	1.44320	89.73000
0.12000	0.00000	0.00000
0.12200	1.44320	89.82000
0.12400	1.35300	89.91000
0.12600	0.00000	0.00000
0.12800	0.00000	0.00000
0.13000	1.35300	89.91000
0.13200	1.26280	89.91000
0.13400	1.26280	89.91000
0.13600	1.35300	89.82000
0.13800	1.35300	89.82000
0.14000	1.26280	89.73000
0.14200	1.26280	89.82000
0.14400	1.35300	89.82000
0.14600	1.35300	89.64000
0.14800	1.35300	0.00000
0.15000	0.00000	0.00000
0.15200	1.35300	89.64000
