/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_VGOSWEC_inertia_springs

* Project Lead:	JD
* Labview Operator:	PH
* Comments:	Dry swing test to determine moment of inertia of VGOSWEC with springs. Naming convention: PHI (signed initial pos in deg) VGM (variable geometry module angle in deg).
* Date and Time:	Tue 06 Jul 2021 11:45:25 AM EDT
***********************************************************/

"Time(s)"	"Roll(deg)"	"Pitch(deg)"	
0.00000	8.92980	89.37000
0.00200	0.00000	0.00000
0.00400	0.00000	0.00000
0.00600	9.02000	89.55000
0.00800	9.02000	89.46000
0.01000	9.02000	89.46000
0.01200	9.02000	89.37000
0.01400	9.02000	89.37000
0.01600	8.92980	89.37000
0.01800	9.02000	89.46000
0.02000	9.02000	89.46000
0.02200	9.11020	89.46000
0.02400	9.11020	89.55000
0.02600	9.11020	89.55000
0.02800	9.20040	89.46000
0.03000	9.20040	89.37000
0.03200	9.20040	89.37000
0.03400	9.11020	89.37000
0.03600	9.11020	89.37000
0.03800	9.29060	89.37000
0.04000	9.29060	89.28000
0.04200	9.29060	89.19000
0.04400	9.29060	89.28000
0.04600	9.38080	89.19000
0.04800	9.38080	89.19000
0.05000	9.47100	89.10000
0.05200	9.65140	89.10000
0.05400	9.47100	89.10000
0.05600	9.38080	89.01000
0.05800	9.38080	89.10000
0.06000	9.56120	89.19000
0.06200	9.47100	89.28000
0.06400	9.56120	89.19000
0.06600	9.38080	89.19000
0.06800	9.29060	89.19000
0.07000	9.38080	89.19000
0.07200	9.47100	89.28000
0.07400	9.65140	89.19000
0.07600	9.74160	89.19000
0.07800	9.65140	89.28000
0.08000	9.56120	89.19000
0.08200	9.47100	89.19000
0.08400	9.29060	89.19000
0.08600	9.38080	89.28000
0.08800	9.38080	89.37000
0.09000	9.38080	89.37000
0.09200	9.20040	89.46000
0.09400	9.11020	89.28000
0.09600	8.92980	89.37000
0.09800	8.83960	89.28000
0.10000	8.83960	89.37000
0.10200	8.92980	89.28000
0.10400	8.92980	89.28000
0.10600	8.92980	89.28000
0.10800	8.92980	89.19000
0.11000	0.00000	0.00000
0.11200	8.83960	89.19000
0.11400	8.92980	89.28000
0.11600	8.92980	89.37000
0.11800	8.92980	89.37000
0.12000	8.92980	89.28000
0.12200	9.02000	89.28000
0.12400	9.02000	89.28000
0.12600	9.02000	89.37000
0.12800	9.02000	89.37000
0.13000	9.02000	89.37000
0.13200	9.02000	89.37000
0.13400	9.11020	89.46000
0.13600	9.11020	89.46000
0.13800	9.11020	89.46000
0.14000	9.20040	89.28000
0.14200	9.20040	89.19000
0.14400	9.20040	89.19000
0.14600	9.11020	89.46000
0.14800	9.11020	89.46000
0.15000	9.20040	89.46000
0.15200	9.11020	89.37000
0.15400	9.11020	89.28000
0.15600	9.11020	89.37000
0.15800	9.02000	89.37000
0.16000	9.11020	89.28000
0.16200	9.20040	89.28000
0.16400	9.11020	89.37000
0.16600	9.29060	89.37000
0.16800	9.47100	89.19000
0.17000	9.47100	89.19000
0.17200	9.65140	89.28000
0.17400	9.65140	89.28000
0.17600	9.74160	89.28000
0.17800	9.83180	89.37000
0.18000	9.92200	89.37000
0.18200	9.92200	89.46000
0.18400	10.01220	89.37000
0.18600	10.10240	89.37000
0.18800	10.10240	89.37000
0.19000	10.10240	89.28000
0.19200	10.10240	89.19000
0.19400	10.10240	89.19000
0.19600	10.01220	89.19000
0.19800	10.01220	89.28000
0.20000	10.01220	89.28000
0.20200	9.92200	89.28000
0.20400	9.74160	89.37000
0.20600	9.56120	89.28000
0.20800	9.47100	89.28000
0.21000	9.38080	89.37000
0.21200	9.38080	89.28000
0.21400	9.20040	89.28000
0.21600	9.11020	89.28000
0.21800	9.02000	89.28000
0.22000	8.92980	89.37000
0.22200	8.74940	89.19000
0.22400	8.83960	89.10000
0.22600	8.65920	89.19000
0.22800	8.56900	89.28000
0.23000	8.47880	89.37000
0.23200	8.29840	89.37000
0.23400	8.11800	89.28000
0.23600	8.02780	89.19000
0.23800	8.02780	89.19000
0.24000	8.02780	89.19000
0.24200	8.29840	89.19000
0.24400	8.47880	89.19000
0.24600	8.38860	89.19000
0.24800	8.29840	89.19000
0.25000	8.29840	89.19000
0.25200	8.29840	89.28000
0.25400	8.38860	89.28000
0.25600	8.47880	89.28000
0.25800	8.47880	89.37000
0.26000	8.47880	89.28000
0.26200	8.38860	89.28000
0.26400	8.38860	89.19000
0.26600	8.47880	89.10000
0.26800	8.47880	89.10000
0.27000	8.65920	89.01000
0.27200	8.83960	89.10000
0.27400	9.02000	89.10000
0.27600	9.02000	89.10000
0.27800	0.00000	0.00000
0.28000	9.02000	89.10000
0.28200	9.11020	89.01000
0.28400	9.38080	89.10000
0.28600	0.00000	0.00000
0.28800	9.47100	89.10000
0.29000	9.65140	89.10000
0.29200	9.65140	89.19000
0.29400	9.65140	89.19000
0.29600	9.83180	89.19000
0.29800	9.83180	89.19000
0.30000	10.01220	89.19000
0.30200	10.19260	89.28000
0.30400	10.19260	89.28000
0.30600	10.28280	89.19000
0.30800	0.00000	0.00000
0.31000	10.19260	89.28000
0.31200	10.19260	89.28000
0.31400	10.10240	89.37000
0.31600	10.10240	89.37000
0.31800	10.10240	89.37000
0.32000	10.10240	89.55000
0.32200	10.10240	89.55000
0.32400	10.01220	89.28000
0.32600	9.92200	89.28000
0.32800	9.92200	89.37000
0.33000	10.01220	89.37000
0.33200	9.92200	89.37000
0.33400	9.92200	89.28000
0.33600	9.92200	89.28000
0.33800	9.92200	89.28000
0.34000	9.92200	89.37000
0.34200	9.92200	89.37000
0.34400	9.92200	89.37000
0.34600	10.01220	89.37000
0.34800	10.10240	89.46000
0.35000	10.10240	89.55000
0.35200	10.01220	89.46000
0.35400	10.01220	89.55000
0.35600	9.92200	89.55000
0.35800	10.01220	89.55000
0.36000	10.10240	89.55000
0.36200	10.01220	89.46000
0.36400	10.10240	89.55000
0.36600	10.19260	89.46000
0.36800	10.10240	89.55000
0.37000	9.92200	89.55000
0.37200	10.01220	89.46000
0.37400	10.01220	89.64000
0.37600	10.01220	89.55000
0.37800	10.01220	89.55000
0.38000	10.01220	89.64000
0.38200	10.01220	89.64000
0.38400	10.01220	89.55000
0.38600	9.92200	89.55000
0.38800	9.83180	89.46000
0.39000	9.92200	89.46000
0.39200	9.92200	89.55000
0.39400	9.92200	89.55000
0.39600	10.01220	89.55000
0.39800	10.10240	89.55000
0.40000	10.10240	89.46000
0.40200	10.10240	89.37000
0.40400	10.10240	89.37000
0.40600	9.92200	89.37000
0.40800	10.01220	89.37000
0.41000	9.92200	89.28000
0.41200	10.10240	89.28000
0.41400	10.10240	89.37000
0.41600	10.01220	89.37000
0.41800	10.01220	89.28000
0.42000	10.01220	89.10000
0.42200	10.10240	89.10000
0.42400	10.10240	89.19000
0.42600	10.10240	89.19000
0.42800	10.01220	89.10000
0.43000	10.01220	89.19000
0.43200	10.10240	89.19000
0.43400	10.19260	89.10000
0.43600	10.10240	89.10000
0.43800	10.10240	89.10000
0.44000	10.10240	89.19000
0.44200	9.92200	89.10000
0.44400	9.92200	89.10000
0.44600	10.01220	89.10000
