% Original filename: Decay Test 0Deg0007.mat
0 Deg Decay Run 2 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -12.426599 -1.953220
0.020000 -12.426497 -1.955922
0.040000 -12.426462 -1.957365
0.060000 -12.426488 -1.941429
0.080000 -12.426573 -1.952365
0.100000 -12.426709 -1.957603
0.120000 -12.426894 -1.956328
0.140000 -12.427121 -1.957252
0.160000 -12.427386 -1.944355
0.180000 -12.427685 -1.960375
0.200000 -12.428012 -1.959157
0.220000 -12.428362 -1.953570
0.240000 -12.428732 -1.952575
0.260000 -12.429115 -1.952673
0.280000 -12.429508 -1.957589
0.300000 -12.429905 -1.953486
0.320000 -12.430301 -1.943459
0.340000 -12.430693 -1.956132
0.360000 -12.431074 -1.946904
0.380000 -12.431441 -1.954256
0.400000 -12.431788 -1.957112
0.420000 -12.431614 -1.949103
0.440000 -12.432219 -1.958807
0.460000 -12.432133 -1.943375
0.480000 -12.431163 -1.947898
0.500000 -12.432752 -1.944103
0.520000 -12.430953 -1.953990
0.540000 -12.430544 -1.943193
0.560000 -12.430835 -1.947954
0.580000 -12.432610 -1.945140
0.600000 -12.434242 -1.947506
0.620000 -12.432754 -1.955586
0.640000 -12.434206 -1.952421
0.660000 -12.434405 -1.949103
0.680000 -12.433838 -1.948430
0.700000 -12.432754 -1.947422
0.720000 -12.431424 -1.949495
0.740000 -12.432341 -1.941821
0.760000 -12.432239 -1.949131
0.780000 -12.429975 -1.952015
0.800000 -12.430576 -1.943375
0.820000 -12.429610 -1.940715
0.840000 -12.429136 -1.938390
0.860000 -12.428645 -1.944551
0.880000 -12.428127 -1.943319
0.900000 -12.427158 -1.947156
0.920000 -12.427642 -1.948752
0.940000 -12.426254 -1.955600
0.960000 -12.425560 -1.947842
0.980000 -12.425408 -1.949411
1.000000 -12.425170 -1.951049
1.020000 -12.426803 -1.942199
1.040000 -12.425969 -1.948206
1.060000 -12.424889 -1.947296
1.080000 -12.425611 -1.938754
1.100000 -12.426808 -1.941009
1.120000 -12.427374 -1.945392
1.140000 -12.427321 -1.953724
1.160000 -12.425248 -1.946988
1.180000 -12.425080 -1.944313
1.200000 -12.424864 -1.947254
1.220000 -12.423261 -1.944565
1.240000 -12.423276 -1.945588
1.260000 -12.424271 -1.947604
1.280000 -12.423317 -1.954578
1.300000 -12.423677 -1.949215
1.320000 -12.421932 -1.951945
1.340000 -12.421234 -1.937172
1.360000 -12.420711 -1.951007
1.380000 -12.420101 -1.942409
1.400000 -12.417719 -1.953135
1.420000 -12.417499 -1.945182
1.440000 -12.417810 -1.942045
1.460000 -12.417396 -1.946134
1.480000 -12.416920 -1.949747
1.500000 -12.416946 -1.945854
1.520000 -12.419027 -1.951315
1.540000 -12.418866 -1.943585
1.560000 -12.418835 -1.948640
1.580000 -12.418747 -1.941989
1.600000 -12.419525 -1.943473
1.620000 -12.418579 -1.944649
1.640000 -12.420134 -1.943431
1.660000 -12.421449 -1.946820
1.680000 -12.423072 -1.944131
1.700000 -12.421889 -1.957547
1.720000 -12.423105 -1.949733
1.740000 -12.424627 -1.950307
1.760000 -12.424244 -1.953878
1.780000 -12.423772 -1.947940
1.800000 -12.423262 -1.946540
1.820000 -12.423728 -1.944299
1.840000 -12.422578 -1.948458
1.860000 -12.423594 -1.951805
1.880000 -12.424461 -1.954928
1.900000 -12.424097 -1.950307
1.920000 -12.424517 -1.944579
1.940000 -12.422681 -1.954690
1.960000 -12.422086 -1.952505
1.980000 -12.421489 -1.944944
2.000000 -12.422789 -1.952379
2.020000 -12.421846 -1.942983
2.040000 -12.423193 -1.948094
2.060000 -12.423290 -1.946540
2.080000 -12.422938 -1.942255
2.100000 -12.422879 -1.943571
2.120000 -12.422918 -1.938670
2.140000 -12.421028 -1.937648
2.160000 -12.422708 -1.949593
2.180000 -12.431300 -1.946960
2.200000 -12.439759 -1.945168
2.220000 -12.443979 -1.943039
2.240000 -12.447160 -1.944902
2.260000 -12.453800 -1.947212
2.280000 -12.457905 -1.950601
2.300000 -12.458139 -1.948206
2.320000 -12.460560 -1.947324
2.340000 -12.458490 -1.945910
2.360000 -12.455706 -1.954676
2.380000 -12.454105 -1.950153
2.400000 -12.448964 -1.941877
2.420000 -12.440678 -1.948696
2.440000 -12.435628 -1.943095
2.460000 -12.424789 -1.944201
2.480000 -12.407108 -1.955068
2.500000 -12.391329 -1.947436
2.520000 -12.367461 -1.949901
2.540000 -12.345620 -1.940532
2.560000 -12.315520 -1.945182
2.580000 -12.281211 -1.945364
2.600000 -12.240536 -1.942885
2.620000 -12.199808 -1.940981
2.640000 -12.157218 -1.944453
2.660000 -12.107724 -1.945826
2.680000 -12.049311 -1.938488
2.700000 -11.989822 -1.937116
2.720000 -11.924722 -1.952813
2.740000 -11.852630 -1.945322
2.760000 -11.774625 -1.942157
2.780000 -11.692544 -1.948892
2.800000 -11.610922 -1.943543
2.820000 -11.525043 -1.941653
2.840000 -11.435429 -1.949229
2.860000 -11.343431 -1.940855
2.880000 -11.249599 -1.949243
2.900000 -11.151634 -1.940701
2.920000 -11.048454 -1.947268
2.940000 -10.941342 -1.952197
2.960000 -10.837406 -1.945518
2.980000 -10.732933 -1.945742
3.000000 -10.617225 -1.948066
3.020000 -10.496333 -1.946260
3.040000 -10.374799 -1.946764
3.060000 -10.249272 -1.940743
3.080000 -10.119518 -1.950573
3.100000 -9.987882 -1.950321
3.120000 -9.857064 -1.950265
3.140000 -9.723788 -1.946372
3.160000 -9.589307 -1.954200
3.180000 -9.451551 -1.944397
3.200000 -9.312334 -1.946484
3.220000 -9.171345 -1.946764
3.240000 -9.028180 -1.946708
3.260000 -8.877495 -1.948710
3.280000 -8.725962 -1.948920
3.300000 -8.577155 -1.941681
3.320000 -8.416606 -1.947940
3.340000 -8.264134 -1.945168
3.360000 -8.099377 -1.946358
3.380000 -7.933450 -1.946750
3.400000 -7.767294 -1.947016
3.420000 -7.604449 -1.949425
3.440000 -7.430756 -1.952603
3.460000 -7.253416 -1.947184
3.480000 -7.072936 -1.952631
3.500000 -6.891457 -1.951847
3.520000 -6.707017 -1.949635
3.540000 -6.518695 -1.955404
3.560000 -6.331136 -1.945448
3.580000 -6.144600 -1.952757
3.600000 -5.954666 -1.943039
3.620000 -5.764290 -1.941247
3.640000 -5.565974 -1.948290
3.660000 -5.367949 -1.947688
3.680000 -5.164091 -1.948374
3.700000 -4.958037 -1.944061
3.720000 -4.746602 -1.943669
3.740000 -4.542128 -1.945546
3.760000 -4.332690 -1.945182
3.780000 -4.125600 -1.948542
3.800000 -3.911957 -1.941863
3.820000 -3.697301 -1.945126
3.840000 -3.480626 -1.944271
3.860000 -3.267353 -1.953850
3.880000 -3.050810 -1.942367
3.900000 -2.835076 -1.944467
3.920000 -2.619181 -1.954144
3.940000 -2.405915 -1.946526
3.960000 -2.188383 -1.945980
3.980000 -1.974801 -1.943053
4.000000 -1.764137 -1.943207
4.020000 -1.546127 -1.951273
4.040000 -1.330246 -1.939356
4.060000 -1.112675 -1.953934
4.080000 -0.901437 -1.938096
4.100000 -0.690716 -1.941597
4.120000 -0.474058 -1.948136
4.140000 -0.265450 -1.947814
4.160000 -0.054088 -1.949733
4.180000 0.155758 -1.941737
4.200000 0.363772 -1.945896
4.220000 0.571354 -1.948472
4.240000 0.781390 -1.948892
4.260000 0.985824 -1.946946
4.280000 1.195013 -1.948304
4.300000 1.405501 -1.941555
4.320000 1.609738 -1.939454
4.340000 1.812931 -1.949397
