% Original filename: Decay Test 0Deg No StringPot0011.mat
0 Deg Decay NoStringPot Run 2 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -12.309717 -1.948290
0.020000 -12.310716 -1.949243
0.040000 -12.311664 -1.953752
0.060000 -12.312561 -1.946792
0.080000 -12.313410 -1.946834
0.100000 -12.314212 -1.948276
0.120000 -12.314970 -1.941723
0.140000 -12.315685 -1.948724
0.160000 -12.316358 -1.944902
0.180000 -12.316993 -1.942199
0.200000 -12.317590 -1.950195
0.220000 -12.318152 -1.943781
0.240000 -12.318681 -1.944930
0.260000 -12.319178 -1.955012
0.280000 -12.319644 -1.947954
0.300000 -12.320083 -1.948598
0.320000 -12.320496 -1.953626
0.340000 -12.320884 -1.947702
0.360000 -12.321250 -1.946582
0.380000 -12.321595 -1.953093
0.400000 -12.321922 -1.946442
0.420000 -12.321801 -1.953416
0.440000 -12.323241 -1.949887
0.460000 -12.324837 -1.950951
0.480000 -12.325882 -1.944495
0.500000 -12.325463 -1.949677
0.520000 -12.325486 -1.952043
0.540000 -12.325449 -1.944103
0.560000 -12.325385 -1.950265
0.580000 -12.324830 -1.948990
0.600000 -12.324739 -1.944481
0.620000 -12.324453 -1.942437
0.640000 -12.324189 -1.951455
0.660000 -12.323301 -1.947352
0.680000 -12.322688 -1.945154
0.700000 -12.322987 -1.946862
0.720000 -12.323829 -1.953822
0.740000 -12.322500 -1.948934
0.760000 -12.321615 -1.947926
0.780000 -12.321648 -1.950769
0.800000 -12.319656 -1.949845
0.820000 -12.318070 -1.947842
0.840000 -12.317615 -1.938334
0.860000 -12.317392 -1.952547
0.880000 -12.316932 -1.942465
0.900000 -12.314439 -1.949159
0.920000 -12.316487 -1.942955
0.940000 -12.318237 -1.943921
0.960000 -12.316667 -1.953346
0.980000 -12.316434 -1.942115
1.000000 -12.323131 -1.950447
1.020000 -12.330565 -1.954746
1.040000 -12.335162 -1.948906
1.060000 -12.340390 -1.948738
1.080000 -12.344035 -1.955824
1.100000 -12.347524 -1.947912
1.120000 -12.346785 -1.944033
1.140000 -12.346859 -1.949747
1.160000 -12.347393 -1.954396
1.180000 -12.343513 -1.953444
1.200000 -12.342814 -1.949565
1.220000 -12.335839 -1.944369
1.240000 -12.327949 -1.949103
1.260000 -12.321900 -1.951889
1.280000 -12.308500 -1.950447
1.300000 -12.290158 -1.950643
1.320000 -12.274552 -1.955712
1.340000 -12.250016 -1.948444
1.360000 -12.221694 -1.959311
1.380000 -12.190676 -1.946092
1.400000 -12.155588 -1.950657
1.420000 -12.114816 -1.954746
1.440000 -12.070211 -1.944019
1.460000 -12.022660 -1.953121
1.480000 -11.970170 -1.957266
1.500000 -11.910332 -1.951483
1.520000 -11.842183 -1.950909
1.540000 -11.770545 -1.951679
1.560000 -11.696654 -1.958359
1.580000 -11.617410 -1.955278
1.600000 -11.531693 -1.957477
1.620000 -11.445478 -1.952365
1.640000 -11.353958 -1.949145
1.660000 -11.258941 -1.950041
