% Original filename: Decay Test Spring 0Deg0004.mat
0 Deg Decay Spring Run 5 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -3.859361 -1.974925
0.020000 -3.859585 -1.972558
0.040000 -3.859810 -1.981632
0.060000 -3.860039 -1.979840
0.080000 -3.860271 -1.977459
0.100000 -3.860510 -1.973734
0.120000 -3.860756 -1.972936
0.140000 -3.861010 -1.973580
0.160000 -3.861274 -1.973692
0.180000 -3.861551 -1.982066
0.200000 -3.861840 -1.971116
0.220000 -3.862143 -1.975303
0.240000 -3.862462 -1.977571
0.260000 -3.862799 -1.975625
0.280000 -3.863154 -1.979490
0.300000 -3.863530 -1.978468
0.320000 -3.863927 -1.976311
0.340000 -3.864347 -1.980498
0.360000 -3.864791 -1.968301
0.380000 -3.865262 -1.972824
0.400000 -3.865760 -1.976283
0.420000 -3.866567 -1.977291
0.440000 -3.868171 -1.984349
0.460000 -3.868583 -1.982809
0.480000 -3.868351 -1.981366
0.500000 -3.869987 -1.977907
0.520000 -3.870970 -1.975751
0.540000 -3.873607 -1.975863
0.560000 -3.873828 -1.971998
0.580000 -3.874919 -1.983621
0.600000 -3.874585 -1.981534
0.620000 -3.875795 -1.984475
0.640000 -3.875442 -1.974309
0.660000 -3.873334 -1.974841
0.680000 -3.872507 -1.977179
0.700000 -3.873863 -1.976661
0.720000 -3.871135 -1.977627
0.740000 -3.872366 -1.979406
0.760000 -3.874366 -1.979336
0.780000 -3.876038 -1.981478
0.800000 -3.876583 -1.978370
0.820000 -3.877510 -1.970794
0.840000 -3.878480 -1.977389
0.860000 -3.878058 -1.977921
0.880000 -3.877668 -1.975541
0.900000 -3.876544 -1.980260
0.920000 -3.874491 -1.973580
0.940000 -3.873652 -1.979742
0.960000 -3.872737 -1.979196
0.980000 -3.871967 -1.974001
1.000000 -3.871562 -1.978314
1.020000 -3.869873 -1.972516
1.040000 -3.866833 -1.976899
1.060000 -3.864519 -1.980232
1.080000 -3.861745 -1.977375
1.100000 -3.859767 -1.971998
1.120000 -3.854378 -1.976339
1.140000 -3.851733 -1.975807
1.160000 -3.848500 -1.973356
1.180000 -3.845722 -1.971592
1.200000 -3.842835 -1.984265
1.220000 -3.841687 -1.977627
