% Original filename: Decay Test Spring 0Deg0000.mat
0 Deg Decay Spring Run 1 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -10.444449 -1.984909
0.020000 -10.465436 -1.985889
0.040000 -10.483305 -1.979686
0.060000 -10.498215 -1.981002
0.080000 -10.510322 -1.981842
0.100000 -10.519784 -1.982851
0.120000 -10.526758 -1.985511
0.140000 -10.531402 -1.997610
0.160000 -10.533872 -1.990791
0.180000 -10.534326 -1.984587
0.200000 -10.532922 -1.984545
0.220000 -10.529817 -1.982949
0.240000 -10.525168 -1.984195
0.260000 -10.519132 -1.980022
0.280000 -10.511867 -1.975247
0.300000 -10.503530 -1.987626
0.320000 -10.494279 -1.975065
0.340000 -10.484270 -1.974883
0.360000 -10.473662 -1.986954
0.380000 -10.462611 -1.982389
0.400000 -10.451275 -1.982725
0.420000 -10.437354 -1.980302
0.440000 -10.423814 -1.979224
0.460000 -10.410422 -1.987528
0.480000 -10.393548 -1.979238
0.500000 -10.417063 -1.986464
0.520000 -10.406151 -1.975541
0.540000 -10.392064 -1.986492
0.560000 -10.377246 -1.983453
0.580000 -10.362912 -1.981156
0.600000 -10.390092 -1.973356
0.620000 -10.384455 -1.978146
0.640000 -10.380346 -1.975849
0.660000 -10.372862 -1.975247
0.680000 -10.365951 -1.979784
0.700000 -10.358477 -1.982010
0.720000 -10.350790 -1.969491
0.740000 -10.342130 -1.986786
0.760000 -10.376357 -1.982501
0.780000 -10.377210 -1.979126
0.800000 -10.377594 -1.978636
0.820000 -10.377997 -1.974701
0.840000 -10.377101 -1.973300
0.860000 -10.375692 -1.978384
0.880000 -10.374560 -1.976507
0.900000 -10.373618 -1.982361
0.920000 -10.373342 -1.976241
0.940000 -10.374480 -1.977459
0.960000 -10.373650 -1.981604
0.980000 -10.373487 -1.981772
1.000000 -10.374549 -1.990566
1.020000 -10.375352 -1.981072
1.040000 -10.375449 -1.978132
1.060000 -10.376778 -1.980498
1.080000 -10.378174 -1.990020
1.100000 -10.379135 -1.981590
1.120000 -10.382483 -1.976675
1.140000 -10.381904 -1.981548
1.160000 -10.348421 -1.984167
1.180000 -10.322909 -1.980484
1.200000 -10.304542 -1.980008
1.220000 -10.294255 -1.980974
1.240000 -10.291349 -1.981548
1.260000 -10.295917 -1.984741
1.280000 -10.305045 -1.984321
1.300000 -10.319860 -1.980428
1.320000 -10.340913 -1.978902
1.340000 -10.365739 -1.986295
1.360000 -10.396433 -1.984083
1.380000 -10.434324 -1.972880
1.400000 -10.474376 -1.980568
1.420000 -10.517264 -1.977907
1.440000 -10.563839 -1.974281
1.460000 -10.611525 -1.977613
1.480000 -10.661935 -1.988018
1.500000 -10.714538 -1.967951
