% Original filename: Decay Test 0Deg0009.mat
0 Deg Decay Run 4 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -6.632395 -1.951875
0.020000 -6.635300 -1.947730
0.040000 -6.637785 -1.952505
0.060000 -6.639869 -1.946358
0.080000 -6.641575 -1.954368
0.100000 -6.642922 -1.946764
0.120000 -6.643933 -1.948206
0.140000 -6.644627 -1.948136
0.160000 -6.645026 -1.949187
0.180000 -6.645152 -1.950335
0.200000 -6.645024 -1.947058
0.220000 -6.644665 -1.955026
0.240000 -6.644094 -1.951819
0.260000 -6.643333 -1.950727
0.280000 -6.642404 -1.957603
0.300000 -6.641326 -1.948178
0.320000 -6.640122 -1.950573
0.340000 -6.638811 -1.952533
0.360000 -6.637416 -1.953640
0.380000 -6.635957 -1.956188
0.400000 -6.634454 -1.954186
0.420000 -6.633567 -1.952813
0.440000 -6.629279 -1.948850
0.460000 -6.626870 -1.954718
0.480000 -6.625434 -1.952281
0.500000 -6.624962 -1.946050
0.520000 -6.623430 -1.952337
0.540000 -6.625675 -1.959213
0.560000 -6.627970 -1.946582
0.580000 -6.626148 -1.950237
0.600000 -6.625748 -1.954494
0.620000 -6.626909 -1.947660
0.640000 -6.624975 -1.949971
0.660000 -6.626037 -1.959899
0.680000 -6.625358 -1.957154
0.700000 -6.623137 -1.953107
0.720000 -6.623337 -1.947380
0.740000 -6.624839 -1.951679
0.760000 -6.625632 -1.952911
0.780000 -6.625032 -1.942731
0.800000 -6.626553 -1.948234
0.820000 -6.626489 -1.949971
0.840000 -6.628323 -1.948318
0.860000 -6.627286 -1.948654
0.880000 -6.626821 -1.957337
0.900000 -6.625380 -1.958765
0.920000 -6.626037 -1.951329
0.940000 -6.625985 -1.945070
0.960000 -6.627310 -1.957505
0.980000 -6.627793 -1.954774
1.000000 -6.627827 -1.950461
1.020000 -6.628041 -1.956762
1.040000 -6.627791 -1.961229
1.060000 -6.625193 -1.952491
1.080000 -6.624666 -1.946050
1.100000 -6.623144 -1.951455
1.120000 -6.624344 -1.948360
1.140000 -6.622528 -1.953920
1.160000 -6.624028 -1.951581
1.180000 -6.621898 -1.951021
1.200000 -6.620883 -1.952519
1.220000 -6.620922 -1.959185
1.240000 -6.618887 -1.948052
1.260000 -6.620481 -1.950993
1.280000 -6.619922 -1.953346
1.300000 -6.621710 -1.952435
1.320000 -6.624957 -1.955446
1.340000 -6.627455 -1.951035
1.360000 -6.627778 -1.959787
1.380000 -6.626614 -1.951777
1.400000 -6.628794 -1.947408
1.420000 -6.629682 -1.949425
1.440000 -6.629242 -1.945042
1.460000 -6.630926 -1.953304
1.480000 -6.630424 -1.952939
