% Original filename: Decay Test Spring 0Deg0001.mat
0 Deg Decay Spring Run 2 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -9.914585 -1.974001
0.020000 -9.912181 -1.977725
0.040000 -9.910174 -1.971438
0.060000 -9.908536 -1.970696
0.080000 -9.907243 -1.977879
0.100000 -9.906267 -1.973258
0.120000 -9.905583 -1.973678
0.140000 -9.905166 -1.978033
0.160000 -9.904987 -1.982949
0.180000 -9.905023 -1.986309
0.200000 -9.905246 -1.981380
0.220000 -9.905630 -1.979140
0.240000 -9.906150 -1.977277
0.260000 -9.906780 -1.983971
0.280000 -9.907492 -1.981534
0.300000 -9.908262 -1.976619
0.320000 -9.909063 -1.974967
0.340000 -9.909869 -1.972362
0.360000 -9.910654 -1.972824
0.380000 -9.911392 -1.979140
0.400000 -9.912057 -1.970934
0.420000 -9.911987 -1.981996
0.440000 -9.910534 -1.973636
0.460000 -9.908558 -1.975513
0.480000 -9.907693 -1.986534
0.500000 -9.908047 -1.980540
0.520000 -9.907145 -1.972362
0.540000 -9.906547 -1.985343
0.560000 -9.905947 -1.980988
0.580000 -9.906125 -1.979938
0.600000 -9.904447 -1.974645
0.620000 -9.904026 -1.979560
0.640000 -9.904795 -1.978986
0.660000 -9.903733 -1.982262
0.680000 -9.902159 -1.988326
0.700000 -9.902176 -1.976185
0.720000 -9.902442 -1.979084
0.740000 -9.902907 -1.977193
0.760000 -9.904038 -1.977291
0.780000 -9.902195 -1.979112
0.800000 -9.902930 -1.971452
0.820000 -9.902342 -1.971872
0.840000 -9.903210 -1.973062
0.860000 -9.904519 -1.976367
0.880000 -9.904511 -1.979882
0.900000 -9.904643 -1.979196
0.920000 -9.905414 -1.974435
0.940000 -9.905797 -1.971802
0.960000 -9.906505 -1.977865
0.980000 -9.905845 -1.977711
1.000000 -9.904572 -1.978664
1.020000 -9.905971 -1.982627
1.040000 -9.905562 -1.985063
1.060000 -9.904925 -1.982080
1.080000 -9.904723 -1.975905
1.100000 -9.905795 -1.983257
1.120000 -9.905312 -1.973356
1.140000 -9.903237 -1.969561
1.160000 -9.904264 -1.974085
1.180000 -9.903754 -1.987080
1.200000 -9.901542 -1.983145
1.220000 -9.901120 -1.988130
1.240000 -9.902288 -1.983047
1.260000 -9.902230 -1.983845
1.280000 -9.902312 -1.975877
1.300000 -9.903254 -1.983285
1.320000 -9.905109 -1.981814
1.340000 -9.908408 -1.981800
1.360000 -9.913604 -1.985847
1.380000 -9.917742 -1.978636
1.400000 -9.924003 -1.986057
1.420000 -9.927838 -1.980218
1.440000 -9.931022 -1.976899
1.460000 -9.933137 -1.981282
1.480000 -9.933936 -1.979644
1.500000 -9.933347 -1.982557
1.520000 -9.933772 -1.977487
1.540000 -9.930621 -1.973650
1.560000 -9.926932 -1.986758
