% Original filename: Decay Test Spring 0Deg0002.mat
0 Deg Decay Spring Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -10.071300 -1.980106
0.020000 -10.069919 -1.989348
0.040000 -10.068767 -1.985805
0.060000 -10.067830 -1.993479
0.080000 -10.067095 -1.985413
0.100000 -10.066549 -1.982459
0.120000 -10.066180 -1.995580
0.140000 -10.065973 -1.986379
0.160000 -10.065917 -1.997834
0.180000 -10.065997 -1.986702
0.200000 -10.066202 -1.994025
0.220000 -10.066518 -1.992709
0.240000 -10.066932 -1.984783
0.260000 -10.067430 -1.979658
0.280000 -10.068001 -1.987990
0.300000 -10.068631 -1.984909
0.320000 -10.069307 -1.993633
0.340000 -10.070015 -1.994557
0.360000 -10.070744 -1.997918
0.380000 -10.071480 -1.992205
0.400000 -10.072209 -1.992891
0.420000 -10.072476 -1.990398
0.440000 -10.073183 -1.983957
0.460000 -10.072341 -1.989810
0.480000 -10.070380 -1.989516
0.500000 -10.070603 -1.986127
0.520000 -10.070736 -1.981100
0.540000 -10.070240 -1.987934
0.560000 -10.071681 -1.978468
0.580000 -10.075176 -1.986435
0.600000 -10.076834 -1.988242
0.620000 -10.076783 -1.998184
0.640000 -10.077855 -1.991463
0.660000 -10.081697 -1.989054
0.680000 -10.083189 -1.993773
0.700000 -10.084944 -1.990160
0.720000 -10.084491 -1.987122
0.740000 -10.082533 -1.987346
0.760000 -10.082737 -1.984951
0.780000 -10.088289 -1.984587
0.800000 -10.092171 -1.985539
0.820000 -10.099855 -1.984279
0.840000 -10.109917 -1.988788
0.860000 -10.129363 -1.990090
0.880000 -10.151528 -1.992919
0.900000 -10.174949 -1.988396
0.920000 -10.192754 -1.997862
0.940000 -10.205596 -1.981394
0.960000 -10.211842 -1.993983
0.980000 -10.212162 -1.984489
1.000000 -10.207923 -1.988368
1.020000 -10.197536 -1.986337
1.040000 -10.181167 -1.989418
1.060000 -10.154741 -1.990679
1.080000 -10.111415 -1.991561
1.100000 -10.049373 -1.988200
1.120000 -9.965382 -1.984419
1.140000 -9.858712 -1.987444
1.160000 -9.721205 -1.985903
1.180000 -9.560395 -1.995048
1.200000 -9.373434 -1.992317
1.220000 -9.165813 -1.981576
1.240000 -8.934791 -1.982276
1.260000 -8.679893 -1.980512
1.280000 -8.399088 -1.987402
1.300000 -8.095591 -1.987038
1.320000 -7.763822 -1.986730
1.340000 -7.407778 -1.992471
1.360000 -7.031004 -1.997092
1.380000 -6.634233 -1.992191
1.400000 -6.222574 -1.988662
1.420000 -5.802382 -1.990118
1.440000 -5.373657 -1.983537
1.460000 -4.934986 -1.987794
1.480000 -4.493657 -1.989838
1.500000 -4.049447 -1.987374
1.520000 -3.604998 -1.983635
1.540000 -3.159722 -1.983411
1.560000 -2.720449 -1.983369
1.580000 -2.296439 -1.988886
1.600000 -1.877140 -1.987108
1.620000 -1.477418 -1.982879
1.640000 -1.094668 -1.983061
1.660000 -0.731270 -1.992653
1.680000 -0.377589 -1.993115
1.700000 -0.029725 -1.985301
1.720000 0.309295 -1.992653
1.740000 0.631443 -1.986618
1.760000 0.945163 -1.985539
1.780000 1.237314 -1.987178
1.800000 1.516115 -1.987850
1.820000 1.779727 -1.989432
1.840000 2.031556 -1.984237
1.860000 2.276507 -1.987192
1.880000 2.518007 -1.988508
1.900000 2.752612 -1.984083
1.920000 2.983338 -1.982711
1.940000 3.209250 -1.993367
1.960000 3.430193 -1.983761
1.980000 3.632104 -1.986590
2.000000 3.823978 -1.982515
2.020000 4.001348 -1.989012
2.040000 4.167763 -1.987920
2.060000 4.326117 -1.995636
2.080000 4.470136 -1.988844
2.100000 4.604321 -1.979434
2.120000 4.729843 -1.981576
2.140000 4.833547 -1.984167
2.160000 4.924023 -1.985175
2.180000 4.990350 -1.987822
2.200000 5.035246 -1.989978
2.220000 5.059194 -1.985819
2.240000 5.066496 -1.994473
2.260000 5.058812 -1.988606
2.280000 5.028615 -1.989236
2.300000 4.989347 -1.986071
2.320000 4.931146 -1.991337
2.340000 4.858918 -1.988690
2.360000 4.762797 -1.980722
2.380000 4.646432 -1.980512
2.400000 4.511342 -1.985315
2.420000 4.357578 -1.986646
2.440000 4.189529 -1.981814
2.460000 4.008856 -1.980414
2.480000 3.825607 -1.990244
2.500000 3.631742 -1.978958
2.520000 3.435641 -1.996168
2.540000 3.222248 -1.995804
2.560000 3.006849 -1.986688
2.580000 2.779378 -1.985161
2.600000 2.546005 -1.980848
2.620000 2.304932 -1.986982
2.640000 2.063202 -1.984321
2.660000 1.820052 -1.983103
2.680000 1.578509 -1.989334
2.700000 1.340048 -1.983019
2.720000 1.104332 -1.978748
2.740000 0.866714 -1.975821
2.760000 0.626863 -1.993857
2.780000 0.388233 -1.986786
2.800000 0.148858 -1.981800
2.820000 -0.088553 -1.974715
2.840000 -0.326597 -1.984391
2.860000 -0.554253 -1.988578
2.880000 -0.779836 -1.983691
2.900000 -0.997696 -1.980526
2.920000 -1.211803 -1.986996
2.940000 -1.423450 -1.985343
2.960000 -1.625375 -1.980512
2.980000 -1.828608 -1.985637
3.000000 -2.018775 -1.982949
3.020000 -2.205533 -1.986267
3.040000 -2.383914 -1.983635
3.060000 -2.549439 -1.980862
3.080000 -2.705793 -1.988466
3.100000 -2.848755 -1.979630
3.120000 -2.981575 -1.986646
3.140000 -3.108381 -1.981744
3.160000 -3.225245 -1.983621
3.180000 -3.328352 -1.984153
3.200000 -3.424092 -1.980274
3.220000 -3.504268 -1.992429
3.240000 -3.572082 -1.988046
3.260000 -3.628388 -1.987808
3.280000 -3.671978 -1.985665
3.300000 -3.703309 -1.990076
3.320000 -3.716585 -1.986646
3.340000 -3.725998 -1.986800
3.360000 -3.717236 -1.991477
3.380000 -3.701053 -1.989726
3.400000 -3.674372 -1.986632
3.420000 -3.632326 -1.987150
3.440000 -3.574484 -1.995384
3.460000 -3.506841 -1.990090
3.480000 -3.429590 -1.996364
3.500000 -3.338196 -1.993115
3.520000 -3.244170 -1.995426
3.540000 -3.141499 -1.998338
3.560000 -3.030160 -1.995062
3.580000 -2.912305 -1.995650
3.600000 -2.794312 -1.995132
3.620000 -2.670399 -1.996126
3.640000 -2.539466 -1.998562
3.660000 -2.394743 -1.998912
3.680000 -2.250622 -1.997512
3.700000 -2.101740 -1.994964
3.720000 -1.946953 -1.996546
3.740000 -1.789017 -1.993493
3.760000 -1.629455 -1.987724
3.780000 -1.470122 -1.988802
3.800000 -1.309483 -1.991645
3.820000 -1.150850 -1.995916
3.840000 -0.985851 -1.994585
3.860000 -0.818299 -1.994081
3.880000 -0.647778 -1.990693
3.900000 -0.480565 -1.990104
3.920000 -0.311025 -1.989250
3.940000 -0.147722 -1.980078
3.960000 0.025398 -1.993871
3.980000 0.191833 -1.992107
4.000000 0.352425 -1.988886
4.020000 0.509372 -1.989670
4.040000 0.664549 -1.983145
