% Original filename: Decay Test 0Deg No StringPot0013.mat
0 Deg Decay NoStringPot Run 4 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -6.497451 -1.937214
0.020000 -6.496028 -1.940785
0.040000 -6.494809 -1.937676
0.060000 -6.493782 -1.940434
0.080000 -6.492937 -1.933769
0.100000 -6.492264 -1.941975
0.120000 -6.491753 -1.939832
0.140000 -6.491394 -1.940855
0.160000 -6.491175 -1.942773
0.180000 -6.491088 -1.940266
0.200000 -6.491121 -1.934455
0.220000 -6.491264 -1.949285
0.240000 -6.491508 -1.942255
0.260000 -6.491841 -1.944874
0.280000 -6.492253 -1.948962
0.300000 -6.492735 -1.938922
0.320000 -6.493275 -1.944425
0.340000 -6.493864 -1.935323
0.360000 -6.494491 -1.941681
0.380000 -6.495146 -1.930898
0.400000 -6.495819 -1.938278
0.420000 -6.495452 -1.935575
0.440000 -6.495696 -1.946330
0.460000 -6.496387 -1.941653
0.480000 -6.497711 -1.942507
0.500000 -6.498965 -1.934301
0.520000 -6.500820 -1.937270
0.540000 -6.502158 -1.942129
0.560000 -6.499287 -1.942045
0.580000 -6.499291 -1.942843
0.600000 -6.502192 -1.944089
0.620000 -6.505119 -1.940140
0.640000 -6.510070 -1.940869
0.660000 -6.514454 -1.939776
0.680000 -6.514443 -1.937046
0.700000 -6.516072 -1.942605
0.720000 -6.515748 -1.938474
0.740000 -6.514173 -1.937480
0.760000 -6.512988 -1.941877
0.780000 -6.513737 -1.938488
0.800000 -6.510455 -1.938880
0.820000 -6.508071 -1.937116
0.840000 -6.505217 -1.936345
0.860000 -6.499505 -1.933013
0.880000 -6.493106 -1.934777
0.900000 -6.487279 -1.941205
0.920000 -6.474778 -1.935869
0.940000 -6.464727 -1.948500
0.960000 -6.450324 -1.943963
0.980000 -6.430037 -1.938978
1.000000 -6.411831 -1.944874
1.020000 -6.389527 -1.949257
1.040000 -6.368697 -1.936289
1.060000 -6.345359 -1.944215
1.080000 -6.316104 -1.946736
1.100000 -6.288082 -1.934049
1.120000 -6.252255 -1.950083
1.140000 -6.214236 -1.940785
1.160000 -6.175982 -1.932803
1.180000 -6.133250 -1.940981
1.200000 -6.093435 -1.938796
1.220000 -6.049246 -1.937900
1.240000 -6.006273 -1.939258
1.260000 -5.960124 -1.936696
1.280000 -5.913428 -1.941303
1.300000 -5.861035 -1.937298
1.320000 -5.810122 -1.938068
1.340000 -5.756751 -1.934133
1.360000 -5.705412 -1.937256
1.380000 -5.652474 -1.940434
1.400000 -5.598898 -1.940630
1.420000 -5.543862 -1.935953
1.440000 -5.485732 -1.937172
1.460000 -5.423764 -1.933293
1.480000 -5.359411 -1.938390
1.500000 -5.294019 -1.939244
1.520000 -5.230922 -1.936920
1.540000 -5.163140 -1.944930
1.560000 -5.094087 -1.934371
1.580000 -5.024671 -1.948542
1.600000 -4.952324 -1.936513
1.620000 -4.879633 -1.941541
1.640000 -4.805063 -1.944061
1.660000 -4.725914 -1.935995
1.680000 -4.647198 -1.942199
1.700000 -4.562794 -1.938656
1.720000 -4.474107 -1.940827
1.740000 -4.388695 -1.951063
1.760000 -4.298328 -1.938922
1.780000 -4.206766 -1.941289
1.800000 -4.113773 -1.944509
1.820000 -4.014379 -1.938138
1.840000 -3.919346 -1.937578
1.860000 -3.819460 -1.946932
1.880000 -3.712543 -1.946792
1.900000 -3.605383 -1.947464
1.920000 -3.493359 -1.936429
1.940000 -3.384338 -1.939132
1.960000 -3.275994 -1.939370
1.980000 -3.163807 -1.942703
2.000000 -3.054646 -1.942619
2.020000 -2.941512 -1.944145
2.040000 -2.829870 -1.940897
2.060000 -2.710252 -1.942605
2.080000 -2.591158 -1.942381
2.100000 -2.468290 -1.947744
2.120000 -2.352893 -1.948780
2.140000 -2.235622 -1.946022
2.160000 -2.113832 -1.944593
2.180000 -1.989495 -1.943011
2.200000 -1.867663 -1.933783
2.220000 -1.750282 -1.941639
2.240000 -1.627284 -1.939524
2.260000 -1.502627 -1.941415
2.280000 -1.377102 -1.939356
2.300000 -1.253771 -1.944145
2.320000 -1.132173 -1.948206
2.340000 -1.002111 -1.945238
2.360000 -0.876400 -1.938880
2.380000 -0.752564 -1.943557
2.400000 -0.631311 -1.932270
2.420000 -0.504986 -1.931556
2.440000 -0.384383 -1.934945
2.460000 -0.262524 -1.936527
2.480000 -0.141022 -1.940953
2.500000 -0.014402 -1.945238
2.520000 0.111111 -1.939692
2.540000 0.228184 -1.941569
2.560000 0.350494 -1.944257
2.580000 0.475639 -1.935267
2.600000 0.597982 -1.941877
2.620000 0.717315 -1.938474
2.640000 0.835421 -1.936710
2.660000 0.957023 -1.944229
2.680000 1.084150 -1.945448
2.700000 1.207197 -1.944579
2.720000 1.325218 -1.941219
