% Original filename: Decay 90Deg Spring0009.mat
90 Deg Decay Spring Run 4 2018-04-13
Time(s) Response(deg) LoadCell(N)
0.000000 -2.340818 0.075030
0.020000 -2.339493 0.070857
0.040000 -2.338382 0.075744
0.060000 -2.337473 0.060957
0.080000 -2.336751 0.071669
0.100000 -2.336204 0.069093
0.120000 -2.335818 0.071263
0.140000 -2.335582 0.070395
0.160000 -2.335480 0.068813
0.180000 -2.335501 0.073980
0.200000 -2.335630 0.072789
0.220000 -2.335856 0.072411
0.240000 -2.336165 0.077061
0.260000 -2.336543 0.068266
0.280000 -2.336978 0.068925
0.300000 -2.337456 0.067790
0.320000 -2.337964 0.073798
0.340000 -2.338490 0.069317
0.360000 -2.339020 0.067622
0.380000 -2.339540 0.067454
0.400000 -2.340039 0.063743
0.420000 -2.340135 0.066012
0.440000 -2.340326 0.069933
0.460000 -2.341110 0.068560
0.480000 -2.339933 0.071529
0.500000 -2.338927 0.066628
0.520000 -2.339163 0.065396
0.540000 -2.339265 0.067104
0.560000 -2.339212 0.065480
0.580000 -2.337762 0.064710
0.600000 -2.337109 0.069065
0.620000 -2.336686 0.067748
0.640000 -2.335573 0.069429
0.660000 -2.336280 0.070899
0.680000 -2.336317 0.066320
0.700000 -2.335745 0.066124
0.720000 -2.336524 0.072972
0.740000 -2.335901 0.066054
0.760000 -2.336861 0.070171
0.780000 -2.336317 0.074820
0.800000 -2.335123 0.066362
0.820000 -2.334712 0.066796
0.840000 -2.333939 0.067846
0.860000 -2.340517 0.069359
0.880000 -2.343528 0.075478
0.900000 -2.347404 0.071613
0.920000 -2.342838 0.074736
0.940000 -2.357615 0.074456
0.960000 -2.371947 0.075632
0.980000 -2.369766 0.076430
1.000000 -2.388252 0.072173
1.020000 -2.435278 0.061769
1.040000 -2.497967 0.072705
1.060000 -2.563516 0.071445
1.080000 -2.622987 0.058394
1.100000 -2.591415 0.068420
1.120000 -2.552917 0.071123
1.140000 -2.494543 0.064037
1.160000 -2.422628 0.069709
1.180000 -2.331566 0.063869
1.200000 -2.224540 0.067272
1.220000 -2.104124 0.069569
1.240000 -1.970030 0.072005
1.260000 -1.907840 0.072874
1.280000 -1.804806 0.070535
1.300000 -1.670532 0.071165
1.320000 -1.504266 0.073392
1.340000 -1.293792 0.070927
1.360000 -0.982862 0.071557
1.380000 -0.749149 0.071991
1.400000 -0.492262 0.070101
1.420000 -0.221970 0.070661
1.440000 0.056890 0.068140
1.460000 0.342724 0.068140
1.480000 0.633529 0.072019
1.500000 0.926039 0.065200
1.520000 1.209603 0.063911
1.540000 1.496809 0.068588
1.560000 1.775763 0.066082
1.580000 2.042414 0.066600
1.600000 2.296112 0.069163
1.620000 2.536681 0.071599
1.640000 2.760933 0.061559
1.660000 2.967424 0.065676
1.680000 3.166885 0.070661
1.700000 3.327383 0.073140
1.720000 3.464690 0.072621
1.740000 3.565834 0.068196
1.760000 3.655856 0.072201
1.780000 3.717462 0.071837
1.800000 3.717154 0.068743
1.820000 3.718015 0.067048
1.840000 3.746122 0.063421
1.860000 3.796173 0.069401
1.880000 3.883406 0.071599
1.900000 4.069761 0.069079
1.920000 4.163592 0.071277
1.940000 4.236293 0.066054
1.960000 4.277656 0.073000
1.980000 4.296013 0.076220
2.000000 4.288191 0.068518
2.020000 4.248798 0.069793
2.040000 4.178457 0.065284
2.060000 4.080994 0.066488
2.080000 4.061810 0.063785
2.100000 4.029580 0.061181
2.120000 3.993129 0.065858
2.140000 3.956223 0.074134
2.160000 3.886901 0.071599
2.180000 3.710515 0.066152
2.200000 3.597866 0.077593
2.220000 3.467045 0.074540
2.240000 3.319792 0.070983
2.260000 3.166941 0.068210
2.280000 3.003965 0.068799
2.300000 2.826826 0.075114
2.320000 2.638833 0.065144
2.340000 2.458722 0.068238
2.360000 2.266323 0.068182
2.380000 2.064441 0.067804
2.400000 1.861231 0.072159
2.420000 1.663443 0.065872
2.440000 1.465962 0.069457
2.460000 1.265664 0.070619
2.480000 1.067448 0.068869
2.500000 0.869447 0.069695
2.520000 0.688479 0.064696
2.540000 0.516498 0.065144
2.560000 0.357937 0.066684
2.580000 0.211253 0.063603
2.600000 0.093168 0.067944
2.620000 0.015857 0.064626
2.640000 -0.031499 0.066880
2.660000 -0.053215 0.060817
2.680000 -0.038280 0.066166
2.700000 -0.006964 0.068518
2.720000 -0.037896 0.067132
2.740000 -0.058871 0.063883
2.760000 -0.069194 0.068070
2.780000 -0.069160 0.068743
2.800000 -0.062442 0.073056
2.820000 -0.055692 0.068140
2.840000 -0.043842 0.064037
2.860000 -0.020817 0.065900
2.880000 0.004564 0.062749
2.900000 0.037558 0.070157
2.920000 0.077211 0.061811
2.940000 0.121372 0.062413
2.960000 0.159969 0.069177
2.980000 0.206452 0.067258
3.000000 0.250150 0.065102
3.020000 0.296365 0.068743
3.040000 0.340371 0.066964
3.060000 0.386938 0.078825
3.080000 0.427680 0.068799
3.100000 0.465479 0.069793
3.120000 0.505360 0.076416
3.140000 0.542858 0.071627
3.160000 0.570690 0.072229
3.180000 0.593817 0.063267
3.200000 0.616655 0.059178
3.220000 0.638051 0.068182
3.240000 0.650466 0.066768
3.260000 0.657139 0.073196
3.280000 0.664770 0.066362
3.300000 0.667700 0.075296
3.320000 0.662665 0.065690
3.340000 0.656168 0.069107
3.360000 0.648436 0.071361
3.380000 0.636045 0.060256
3.400000 0.627873 0.069695
3.420000 0.615412 0.069597
3.440000 0.607927 0.067062
3.460000 0.598557 0.071935
3.480000 0.587730 0.061377
3.500000 0.573509 0.071095
3.520000 0.559625 0.069681
3.540000 0.542957 0.067146
3.560000 0.525361 0.064429
3.580000 0.507190 0.069191
3.600000 0.488874 0.074750
3.620000 0.470736 0.071347
3.640000 0.452537 0.070717
3.660000 0.436466 0.065956
3.680000 0.419061 0.072467
3.700000 0.403016 0.070815
3.720000 0.385372 0.066880
3.740000 0.367757 0.074526
3.760000 0.349157 0.064584
3.780000 0.331570 0.064415
3.800000 0.313184 0.063211
3.820000 0.295814 0.070171
3.840000 0.278801 0.071305
3.860000 0.262340 0.069457
3.880000 0.246586 0.070255
3.900000 0.231421 0.071347
3.920000 0.216887 0.055187
3.940000 0.202045 0.070857
3.960000 0.187942 0.063841
3.980000 0.173459 0.072005
4.000000 0.159740 0.080421
4.020000 0.146193 0.072607
4.040000 0.133645 0.066558
4.060000 0.121209 0.066838
4.080000 0.109809 0.072383
4.100000 0.098748 0.070087
4.120000 0.088337 0.069793
4.140000 0.078415 0.075366
4.160000 0.068934 0.069793
4.180000 0.059779 0.074806
4.200000 0.050885 0.072341
4.220000 0.042576 0.074750
4.240000 0.034492 0.073210
4.260000 0.027146 0.067034
4.280000 0.020143 0.071137
4.300000 0.013796 0.074358
4.320000 0.007706 0.068532
4.340000 0.002261 0.068504
4.360000 -0.002967 0.073532
4.380000 -0.007722 0.073168
4.400000 -0.012204 0.075478
4.420000 -0.016352 0.068252
4.440000 -0.020225 0.068658
4.460000 -0.023751 0.067972
4.480000 -0.026900 0.070913
4.500000 -0.029773 0.072607
4.520000 -0.032222 0.066208
4.540000 -0.034460 0.071641
4.560000 -0.036353 0.064233
4.580000 -0.038075 0.071767
4.600000 -0.039475 0.062273
4.620000 -0.040757 0.067314
4.640000 -0.041765 0.075086
4.660000 -0.042637 0.069611
4.680000 -0.043291 0.070941
4.700000 -0.043779 0.072677
4.720000 -0.044057 0.070045
4.740000 -0.044169 0.075772
4.760000 -0.044133 0.068014
4.780000 -0.043932 0.068126
4.800000 -0.043646 0.078587
4.820000 -0.043219 0.068322
4.840000 -0.042723 0.076598
4.860000 -0.042103 0.072775
4.880000 -0.041441 0.071053
4.900000 -0.040660 0.076738
4.920000 -0.039839 0.067888
4.940000 -0.038923 0.071753
4.960000 -0.037958 0.079133
4.980000 -0.036923 0.073028
5.000000 -0.035857 0.072117
5.020000 -0.034751 0.072061
5.040000 -0.033617 0.065984
5.060000 -0.032473 0.078321
5.080000 -0.031299 0.078573
5.100000 -0.030126 0.079497
5.120000 -0.028930 0.073952
5.140000 -0.027744 0.072719
5.160000 -0.026537 0.065662
5.180000 -0.025347 0.072789
5.200000 -0.024145 0.075772
5.220000 -0.022963 0.076696
5.240000 -0.021787 0.077677
5.260000 -0.020635 0.071991
5.280000 -0.019499 0.073910
5.300000 -0.018387 0.071739
5.320000 -0.017298 0.071291
5.340000 -0.016230 0.075814
5.360000 -0.015191 0.074582
5.380000 -0.014174 0.071795
5.400000 -0.013189 0.078363
5.420000 -0.012226 0.073084
5.440000 -0.011301 0.067776
5.460000 -0.010399 0.071417
5.480000 -0.009536 0.064822
5.500000 -0.008701 0.075240
5.520000 -0.007904 0.068280
5.540000 -0.007136 0.071935
5.560000 -0.006404 0.072313
5.580000 -0.005701 0.073378
5.600000 -0.005031 0.069499
5.620000 -0.004394 0.074778
5.640000 -0.003787 0.070591
5.660000 -0.003213 0.071207
5.680000 -0.002667 0.071683
5.700000 -0.002156 0.066810
5.720000 -0.001672 0.069051
5.740000 -0.001220 0.067104
5.760000 -0.000795 0.071081
5.780000 -0.000400 0.061377
5.800000 -0.000030 0.069443
5.820000 0.000313 0.070843
5.840000 0.000631 0.065564
5.860000 0.000924 0.069807
5.880000 0.001194 0.066390
5.900000 0.001440 0.070773
5.920000 0.001664 0.059780
5.940000 0.001867 0.073924
5.960000 0.002049 0.072103
5.980000 0.002212 0.067062
6.000000 0.002355 0.062665
6.020000 0.002483 0.064289
6.040000 0.002592 0.070171
6.060000 0.002686 0.067790
6.080000 0.002765 0.075086
6.100000 0.002830 0.059094
6.120000 0.002881 0.055593
6.140000 0.002919 0.065438
6.160000 0.002946 0.063001
6.180000 0.002961 0.068210
6.200000 0.002966 0.068098
6.220000 0.002961 0.073406
6.240000 0.002948 0.072229
6.260000 0.002926 0.069527
6.280000 0.002897 0.064696
6.300000 0.002860 0.073672
6.320000 0.002818 0.075352
6.340000 0.002770 0.074008
6.360000 0.002716 0.071921
6.380000 0.002658 0.068644
6.400000 0.002596 0.073112
6.420000 0.002530 0.065802
6.440000 0.002461 0.073938
6.460000 0.002389 0.068883
6.480000 0.002314 0.071109
6.500000 0.002239 0.067720
6.520000 0.002161 0.067846
6.540000 0.002082 0.074708
6.560000 0.002003 0.072846
6.580000 0.001923 0.068308
6.600000 0.001842 0.065172
6.620000 0.001762 0.074288
6.640000 0.001682 0.069009
