% Original filename: Decay 90Deg Spring0007.mat
90 Deg Decay Spring Run 2 2018-04-13
Time(s) Response(deg) LoadCell(N)
0.000000 -3.039246 0.069695
0.020000 -2.532889 0.076780
0.040000 -2.041372 0.074890
0.060000 -1.564904 0.072761
0.080000 -1.103696 0.069415
0.100000 -0.657955 0.065732
0.120000 -0.227891 0.073476
0.140000 0.186286 0.069877
0.160000 0.584368 0.070185
0.180000 0.966146 0.067034
0.200000 1.331410 0.068070
0.220000 1.679951 0.068154
0.240000 2.011560 0.066068
0.260000 2.326028 0.068182
0.280000 2.623146 0.071585
0.300000 2.902704 0.063029
0.320000 3.164494 0.061671
0.340000 3.408307 0.068084
0.360000 3.633932 0.052947
0.380000 3.841162 0.064205
0.400000 4.029786 0.066740
0.420000 4.193016 0.059542
0.440000 4.340760 0.070171
0.460000 4.460003 0.064051
0.480000 4.566404 0.068715
0.500000 4.646628 0.069723
0.520000 4.723774 0.069093
0.540000 4.799030 0.075072
0.560000 4.828953 0.065704
0.580000 4.844628 0.067174
0.600000 4.858892 0.074246
0.620000 4.834587 0.062119
0.640000 4.782468 0.070269
0.660000 4.722750 0.066642
0.680000 4.652515 0.061489
0.700000 4.545194 0.068070
0.720000 4.396680 0.063379
0.740000 4.237383 0.061559
0.760000 4.059404 0.073196
0.780000 3.823136 0.068238
0.800000 3.555455 0.069303
0.820000 3.259652 0.067552
0.840000 2.932496 0.061881
0.860000 2.619745 0.068658
0.880000 2.266960 0.065004
0.900000 1.873414 0.063589
0.920000 1.480368 0.068981
0.940000 1.055549 0.063043
0.960000 0.610041 0.068392
0.980000 0.143119 0.061923
1.000000 -0.365914 0.067160
1.020000 -0.909991 0.070409
1.040000 -1.444219 0.064626
1.060000 -1.990607 0.066572
1.080000 -2.556606 0.071333
1.100000 -3.093928 0.079819
1.120000 -3.633896 0.072565
1.140000 -4.146055 0.067090
1.160000 -4.646222 0.069037
1.180000 -5.142981 0.063211
1.200000 -5.609151 0.065592
1.220000 -5.946098 0.072832
1.240000 -6.230238 0.065270
1.260000 -6.404322 0.068392
1.280000 -6.492987 0.069177
1.300000 -6.531309 0.071137
1.320000 -6.533177 0.064303
1.340000 -6.517083 0.060298
1.360000 -6.495432 0.065396
1.380000 -6.429109 0.071963
1.400000 -6.327280 0.065774
1.420000 -6.113385 0.069975
1.440000 -5.836136 0.074386
1.460000 -5.544376 0.066838
1.480000 -5.147070 0.068028
1.500000 -4.717390 0.070885
1.520000 -4.298787 0.068420
1.540000 -3.820688 0.064065
1.560000 -3.309726 0.070031
1.580000 -2.813774 0.073042
1.600000 -2.297008 0.069205
1.620000 -1.779079 0.079749
1.640000 -1.245340 0.078153
1.660000 -0.700781 0.076458
1.680000 -0.218881 0.073938
1.700000 0.237915 0.071137
1.720000 0.683521 0.071235
1.740000 1.099035 0.077481
1.760000 1.506429 0.067454
1.780000 1.858917 0.066642
1.800000 2.135929 0.072117
1.820000 2.391986 0.065718
1.840000 2.635863 0.059262
1.860000 2.876738 0.069891
1.880000 3.073364 0.067104
1.900000 3.239401 0.070353
1.920000 3.420901 0.070423
1.940000 3.584681 0.068476
1.960000 3.673916 0.070997
1.980000 3.768349 0.070577
2.000000 3.899620 0.073560
2.020000 4.061577 0.071179
2.040000 4.247685 0.072313
2.060000 4.402302 0.075478
2.080000 4.479537 0.065788
2.100000 4.490248 0.071025
2.120000 4.453019 0.064864
2.140000 4.388417 0.072705
2.160000 4.294539 0.066796
2.180000 4.130308 0.065550
2.200000 4.002066 0.071151
2.220000 3.921395 0.064107
2.240000 3.787191 0.067664
2.260000 3.634457 0.067062
2.280000 3.532377 0.066502
2.300000 3.389577 0.066978
2.320000 3.214068 0.067874
2.340000 3.060691 0.063337
2.360000 2.869182 0.071795
2.380000 2.642905 0.068084
2.400000 2.415653 0.068336
2.420000 2.173501 0.063841
2.440000 1.942069 0.069765
2.460000 1.676584 0.074344
2.480000 1.395692 0.076486
2.500000 1.104491 0.074722
2.520000 0.810393 0.072439
2.540000 0.519654 0.072425
2.560000 0.221699 0.078013
2.580000 -0.100512 0.062777
2.600000 -0.422297 0.065606
2.620000 -0.723029 0.062427
2.640000 -1.011904 0.068644
2.660000 -1.273873 0.061167
2.680000 -1.555361 0.070591
2.700000 -1.855203 0.073322
2.720000 -2.109934 0.064570
2.740000 -2.364105 0.063855
2.760000 -2.583065 0.070073
2.780000 -2.736524 0.069569
2.800000 -2.846274 0.068336
2.820000 -2.922420 0.068771
2.840000 -2.951097 0.069093
2.860000 -2.964790 0.066768
2.880000 -2.964378 0.063323
2.900000 -2.957139 0.068799
2.920000 -2.929368 0.066838
2.940000 -2.887423 0.065872
2.960000 -2.832157 0.064107
2.980000 -2.755618 0.064303
3.000000 -2.579351 0.069905
3.020000 -2.386680 0.063323
3.040000 -2.189044 0.074456
3.060000 -1.986998 0.067370
3.080000 -1.776221 0.072916
3.100000 -1.557967 0.066222
3.120000 -1.367917 0.069485
3.140000 -1.185194 0.075324
3.160000 -0.952538 0.063813
3.180000 -0.729668 0.064542
3.200000 -0.518551 0.065144
3.220000 -0.315478 0.069723
3.240000 -0.124024 0.074512
3.260000 0.043026 0.073406
3.280000 0.188835 0.071417
3.300000 0.326456 0.077691
3.320000 0.460327 0.066516
3.340000 0.588988 0.073770
3.360000 0.705668 0.077397
3.380000 0.803907 0.068995
3.400000 0.882787 0.071991
3.420000 0.951975 0.067160
3.440000 1.009730 0.070101
3.460000 1.058037 0.066698
3.480000 1.096927 0.066320
3.500000 1.127398 0.070647
3.520000 1.177022 0.069877
3.540000 1.222536 0.072201
3.560000 1.266321 0.073504
3.580000 1.311356 0.068098
3.600000 1.358253 0.067790
3.620000 1.412096 0.071417
3.640000 1.482114 0.072888
3.660000 1.577053 0.071375
3.680000 1.602432 0.065536
3.700000 1.621743 0.071473
3.720000 1.640166 0.068588
3.740000 1.636563 0.067594
3.760000 1.618463 0.068308
3.780000 1.583789 0.068771
3.800000 1.542502 0.067762
3.820000 1.494182 0.064163
3.840000 1.436591 0.077355
3.860000 1.343689 0.072103
3.880000 1.213966 0.070143
3.900000 1.095312 0.067468
3.920000 0.993204 0.071137
3.940000 0.913980 0.079861
3.960000 0.869433 0.068392
3.980000 0.786263 0.075170
4.000000 0.721797 0.073938
4.020000 0.670593 0.074092
4.040000 0.623116 0.066670
4.060000 0.572886 0.064331
4.080000 0.513579 0.068743
4.100000 0.463698 0.071725
4.120000 0.412256 0.069247
4.140000 0.365224 0.066208
4.160000 0.318422 0.062665
