0 Deg Regular Run 10 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -0.066136 -2.022634
0.020000 -0.065640 -2.022452
0.040000 -0.065205 -2.021976
0.060000 -0.064828 -2.022228
0.080000 -0.064507 -2.024315
0.100000 -0.064243 -2.029594
0.120000 -0.064033 -2.034439
0.140000 -0.063876 -2.024301
0.160000 -0.063770 -2.021752
0.180000 -0.063716 -2.026765
0.200000 -0.063710 -2.029384
0.220000 -0.063751 -2.030406
0.240000 -0.063840 -2.027731
0.260000 -0.063973 -2.028810
0.280000 -0.064150 -2.028950
0.300000 -0.064369 -2.023292
0.320000 -0.064629 -2.028138
0.340000 -0.064929 -2.025589
0.360000 -0.065267 -2.031484
0.380000 -0.065643 -2.033501
0.400000 -0.066053 -2.024413
0.420000 -0.066726 -2.026723
0.440000 -0.067635 -2.034061
0.460000 -0.068474 -2.023194
0.480000 -0.069669 -2.018965
0.500000 -0.070310 -2.026499
0.520000 -0.069760 -2.021668
0.540000 -0.069827 -2.023880
0.560000 -0.069784 -2.020884
0.580000 -0.070846 -2.026219
0.600000 -0.071650 -2.018013
0.620000 -0.071984 -2.021024
0.640000 -0.072866 -2.026737
0.660000 -0.073033 -2.023740
0.680000 -0.074059 -2.025295
0.700000 -0.074238 -2.023628
0.720000 -0.073803 -2.024217
0.740000 -0.074097 -2.018979
0.760000 -0.075013 -2.025323
0.780000 -0.075443 -2.029188
0.800000 -0.076466 -2.023866
0.820000 -0.077677 -2.026807
0.840000 -0.077989 -2.024035
0.860000 -0.078347 -2.020226
0.880000 -0.077925 -2.023726
0.900000 -0.077502 -2.025603
0.920000 -0.077560 -2.030336
0.940000 -0.076960 -2.028642
0.960000 -0.076908 -2.026191
0.980000 -0.076112 -2.031820
1.000000 -0.075655 -2.028068
1.020000 -0.074593 -2.024217
1.040000 -0.075116 -2.021934
1.060000 -0.074220 -2.020352
1.080000 -0.073034 -2.029356
1.100000 -0.072100 -2.028600
1.120000 -0.071834 -2.022522
1.140000 -0.070870 -2.016711
1.160000 -0.070146 -2.025981
1.180000 -0.068093 -2.023600
1.200000 -0.068112 -2.023376
1.220000 -0.067583 -2.026331
1.240000 -0.067490 -2.021990
1.260000 -0.066178 -2.026401
1.280000 -0.065962 -2.033179
1.300000 -0.064930 -2.025001
1.320000 -0.064311 -2.027199
1.340000 -0.062142 -2.031750
1.360000 -0.061074 -2.022480
1.380000 -0.060406 -2.033753
1.400000 -0.060555 -2.025281
1.420000 -0.059877 -2.030084
1.440000 -0.059647 -2.027381
1.460000 -0.059681 -2.026723
1.480000 -0.059434 -2.027325
1.500000 -0.059726 -2.023460
1.520000 -0.059261 -2.020268
1.540000 -0.059395 -2.025673
1.560000 -0.059311 -2.021766
1.580000 -0.060000 -2.018363
1.600000 -0.061266 -2.022466
1.620000 -0.062109 -2.024567
1.640000 -0.062537 -2.026093
1.660000 -0.062104 -2.018867
1.680000 -0.062733 -2.021010
1.700000 -0.063810 -2.024735
1.720000 -0.066738 -2.012706
1.740000 -0.069049 -2.022144
1.760000 -0.072002 -2.019595
1.780000 -0.074054 -2.019133
1.800000 -0.077686 -2.025323
1.820000 -0.082041 -2.020660
1.840000 -0.086022 -2.030280
1.860000 -0.088778 -2.034313
1.880000 -0.093527 -2.031400
1.900000 -0.099347 -2.023054
1.920000 -0.105133 -2.016641
1.940000 -0.109920 -2.024175
1.960000 -0.114153 -2.021626
1.980000 -0.120088 -2.026177
2.000000 -0.126613 -2.021542
2.020000 -0.130947 -2.019175
2.040000 -0.134697 -2.019960
2.060000 -0.138442 -2.021052
2.080000 -0.142798 -2.019946
2.100000 -0.145609 -2.018489
2.120000 -0.149068 -2.022004
2.140000 -0.151576 -2.018265
2.160000 -0.155808 -2.027255
2.180000 -0.159815 -2.023474
2.200000 -0.163194 -2.026905
2.220000 -0.165685 -2.021934
2.240000 -0.167108 -2.018069
2.260000 -0.168799 -2.021990
2.280000 -0.170363 -2.020492
2.300000 -0.171713 -2.021192
2.320000 -0.171738 -2.033557
2.340000 -0.172828 -2.036666
2.360000 -0.174337 -2.023180
2.380000 -0.175466 -2.025225
2.400000 -0.177241 -2.028320
2.420000 -0.178067 -2.021444
2.440000 -0.180735 -2.026191
2.460000 -0.182456 -2.024973
2.480000 -0.184975 -2.017523
2.500000 -0.186662 -2.021220
2.520000 -0.190019 -2.017943
2.540000 -0.192902 -2.021318
2.560000 -0.196929 -2.026961
2.580000 -0.200562 -2.024161
2.600000 -0.204308 -2.024763
2.620000 -0.208816 -2.025365
2.640000 -0.212484 -2.024343
2.660000 -0.219592 -2.023012
2.680000 -0.227535 -2.023670
2.700000 -0.234752 -2.025715
2.720000 -0.242974 -2.024973
2.740000 -0.251095 -2.024483
2.760000 -0.259998 -2.030644
2.780000 -0.268005 -2.019147
2.800000 -0.274739 -2.031638
2.820000 -0.280994 -2.026933
2.840000 -0.288368 -2.033641
2.860000 -0.296650 -2.027619
2.880000 -0.304434 -2.024889
2.900000 -0.311359 -2.021962
2.920000 -0.318603 -2.031554
2.940000 -0.326732 -2.025127
2.960000 -0.336639 -2.025463
2.980000 -0.347269 -2.020394
3.000000 -0.357841 -2.027955
3.020000 -0.368859 -2.024021
3.040000 -0.379611 -2.014722
3.060000 -0.392096 -2.029062
3.080000 -0.403168 -2.021864
3.100000 -0.413559 -2.021948
3.120000 -0.424227 -2.023432
3.140000 -0.434279 -2.024455
3.160000 -0.444887 -2.023292
3.180000 -0.453821 -2.025953
