0 Deg Regular Run 8 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 0.002916 -2.017061
0.020000 0.002855 -2.013630
0.040000 0.002873 -2.017691
0.060000 0.002966 -2.016907
0.080000 0.003128 -2.021822
0.100000 0.003354 -2.020268
0.120000 0.003638 -2.017803
0.140000 0.003977 -2.015436
0.160000 0.004364 -2.016487
0.180000 0.004794 -2.018993
0.200000 0.005263 -2.018559
0.220000 0.005764 -2.016739
0.240000 0.006294 -2.016991
0.260000 0.006846 -2.021416
0.280000 0.007415 -2.019091
0.300000 0.007997 -2.023488
0.320000 0.008586 -2.024035
0.340000 0.009177 -2.023334
0.360000 0.009765 -2.027255
0.380000 0.010344 -2.016711
0.400000 0.010910 -2.025883
0.420000 0.010579 -2.030546
0.440000 0.011040 -2.030210
0.460000 0.011189 -2.027913
0.480000 0.010835 -2.028810
0.500000 0.010937 -2.020422
0.520000 0.011328 -2.022256
0.540000 0.012330 -2.030126
0.560000 0.012560 -2.018237
0.580000 0.013487 -2.026471
0.600000 0.013887 -2.018419
0.620000 0.014044 -2.016501
0.640000 0.014990 -2.017859
0.660000 0.016940 -2.015464
0.680000 0.017932 -2.019161
0.700000 0.018583 -2.028418
0.720000 0.019761 -2.028544
0.740000 0.018622 -2.022522
0.760000 0.018758 -2.016403
0.780000 0.017953 -2.025771
0.800000 0.017746 -2.023194
0.820000 0.018503 -2.015591
0.840000 0.018722 -2.016851
0.860000 0.018163 -2.015885
0.880000 0.017386 -2.020800
0.900000 0.016741 -2.017859
0.920000 0.015520 -2.016851
0.940000 0.016052 -2.012832
0.960000 0.015414 -2.018797
0.980000 0.015089 -2.020660
1.000000 0.014325 -2.016879
1.020000 0.013230 -2.019105
1.040000 0.012593 -2.020926
1.060000 0.011023 -2.022648
1.080000 0.008862 -2.018041
1.100000 0.007779 -2.018965
1.120000 0.006210 -2.022760
1.140000 0.004397 -2.022830
1.160000 0.002430 -2.021598
1.180000 -0.000056 -2.017929
1.200000 -0.002515 -2.025085
1.220000 -0.005140 -2.027129
1.240000 -0.007384 -2.022480
1.260000 -0.009139 -2.017145
1.280000 -0.010312 -2.019315
1.300000 -0.012449 -2.015591
1.320000 -0.015085 -2.021710
1.340000 -0.017925 -2.017705
1.360000 -0.019502 -2.016389
1.380000 -0.021097 -2.021402
1.400000 -0.023569 -2.013728
1.420000 -0.023658 -2.025043
1.440000 -0.025263 -2.024763
1.460000 -0.027122 -2.025365
1.480000 -0.029774 -2.020226
1.500000 -0.031696 -2.020660
1.520000 -0.033693 -2.014456
1.540000 -0.036224 -2.019511
1.560000 -0.039117 -2.024497
1.580000 -0.041347 -2.025561
1.600000 -0.042577 -2.016333
1.620000 -0.045483 -2.020548
1.640000 -0.048209 -2.022690
1.660000 -0.050184 -2.013924
1.680000 -0.051956 -2.021178
1.700000 -0.054296 -2.016921
1.720000 -0.054586 -2.017229
1.740000 -0.056072 -2.015787
1.760000 -0.058355 -2.025211
1.780000 -0.060146 -2.014386
1.800000 -0.061819 -2.017397
1.820000 -0.063557 -2.021878
1.840000 -0.064311 -2.028068
1.860000 -0.066873 -2.022046
1.880000 -0.068665 -2.021556
1.900000 -0.071571 -2.028726
1.920000 -0.072197 -2.015633
1.940000 -0.072982 -2.013434
1.960000 -0.074428 -2.023656
1.980000 -0.074698 -2.023782
2.000000 -0.075955 -2.017621
2.020000 -0.074969 -2.019862
2.040000 -0.075355 -2.020100
2.060000 -0.076512 -2.017355
2.080000 -0.077050 -2.015156
2.100000 -0.078089 -2.023390
2.120000 -0.077984 -2.018013
2.140000 -0.077164 -2.017593
2.160000 -0.077038 -2.018741
2.180000 -0.077873 -2.019511
2.200000 -0.077826 -2.027171
2.220000 -0.076891 -2.015044
2.240000 -0.078199 -2.021388
2.260000 -0.078355 -2.024679
2.280000 -0.077951 -2.032717
2.300000 -0.078547 -2.031274
2.320000 -0.079532 -2.028054
2.340000 -0.079337 -2.022564
2.360000 -0.079626 -2.029930
2.380000 -0.077651 -2.023558
2.400000 -0.077598 -2.019623
2.420000 -0.077573 -2.020814
2.440000 -0.076796 -2.021878
2.460000 -0.076437 -2.020912
2.480000 -0.076390 -2.019721
2.500000 -0.076690 -2.022494
2.520000 -0.076005 -2.027479
2.540000 -0.078183 -2.019119
2.560000 -0.078288 -2.016305
2.580000 -0.079200 -2.018335
2.600000 -0.080396 -2.016935
2.620000 -0.081693 -2.024679
2.640000 -0.083171 -2.028908
2.660000 -0.086722 -2.024693
2.680000 -0.088248 -2.021416
2.700000 -0.090182 -2.029496
2.720000 -0.091268 -2.027325
2.740000 -0.093472 -2.031064
2.760000 -0.096177 -2.017005
2.780000 -0.096972 -2.022690
2.800000 -0.098617 -2.024133
2.820000 -0.099515 -2.019539
2.840000 -0.102893 -2.025127
2.860000 -0.105573 -2.026933
2.880000 -0.107453 -2.011712
2.900000 -0.109756 -2.013448
2.920000 -0.111887 -2.022928
2.940000 -0.113313 -2.018615
2.960000 -0.116507 -2.022872
2.980000 -0.118373 -2.024693
3.000000 -0.119618 -2.024707
3.020000 -0.120766 -2.016459
3.040000 -0.122926 -2.019021
3.060000 -0.124903 -2.017565
3.080000 -0.127306 -2.021584
3.100000 -0.129931 -2.024315
3.120000 -0.130957 -2.026359
3.140000 -0.132620 -2.018349
3.160000 -0.135368 -2.024273
3.180000 -0.137518 -2.022060
