0 Deg Regular Run 0 2018-04-12
Time(s) Response(deg) LoadCell(N)
0.000000 -0.066136 -2.026051
0.020000 -0.065640 -2.020030
0.040000 -0.065205 -2.027703
0.060000 -0.064828 -2.020912
0.080000 -0.064507 -2.025211
0.100000 -0.064243 -2.022634
0.120000 -0.064033 -2.016781
0.140000 -0.063876 -2.021458
0.160000 -0.063770 -2.028936
0.180000 -0.063716 -2.025561
0.200000 -0.063710 -2.027871
0.220000 -0.063751 -2.021052
0.240000 -0.063840 -2.025281
0.260000 -0.063973 -2.017257
0.280000 -0.064150 -2.019736
0.300000 -0.064369 -2.019049
0.320000 -0.064629 -2.019119
0.340000 -0.064929 -2.027703
0.360000 -0.065267 -2.028025
0.380000 -0.065643 -2.020086
0.400000 -0.066053 -2.026387
0.420000 -0.066726 -2.025617
0.440000 -0.067635 -2.025085
0.460000 -0.068474 -2.036876
0.480000 -0.069669 -2.029958
0.500000 -0.070310 -2.024483
0.520000 -0.069760 -2.035153
0.540000 -0.069827 -2.032213
0.560000 -0.069784 -2.031022
0.580000 -0.070846 -2.039074
0.600000 -0.071650 -2.024903
0.620000 -0.071984 -2.026513
0.640000 -0.072866 -2.024539
0.660000 -0.073033 -2.020436
0.680000 -0.074059 -2.018573
0.700000 -0.074238 -2.025631
0.720000 -0.073803 -2.028950
0.740000 -0.074097 -2.022158
0.760000 -0.075013 -2.022452
0.780000 -0.075443 -2.029202
0.800000 -0.076466 -2.029846
0.820000 -0.077677 -2.034439
0.840000 -0.077989 -2.023320
0.860000 -0.078347 -2.029482
0.880000 -0.077925 -2.023628
0.900000 -0.077502 -2.027409
0.920000 -0.077560 -2.030924
0.940000 -0.076960 -2.028418
0.960000 -0.076908 -2.022732
0.980000 -0.076112 -2.030560
1.000000 -0.075655 -2.025981
1.020000 -0.074593 -2.032269
1.040000 -0.075116 -2.029944
1.060000 -0.074220 -2.039172
1.080000 -0.073034 -2.026303
1.100000 -0.072100 -2.021598
1.120000 -0.071834 -2.024721
1.140000 -0.070870 -2.028964
1.160000 -0.070146 -2.028572
1.180000 -0.068093 -2.026093
1.200000 -0.068112 -2.026387
1.220000 -0.067583 -2.025225
1.240000 -0.067490 -2.018153
1.260000 -0.066178 -2.027563
1.280000 -0.065962 -2.028011
1.300000 -0.064930 -2.016459
1.320000 -0.064311 -2.019609
1.340000 -0.062142 -2.027787
1.360000 -0.061074 -2.019329
1.380000 -0.060406 -2.016179
1.400000 -0.060555 -2.021248
1.420000 -0.059877 -2.020548
1.440000 -0.059647 -2.016459
1.460000 -0.059681 -2.020842
1.480000 -0.059434 -2.019133
1.500000 -0.059726 -2.021388
1.520000 -0.059261 -2.030210
1.540000 -0.059395 -2.022298
1.560000 -0.059311 -2.021724
1.580000 -0.060000 -2.023558
1.600000 -0.061266 -2.024847
1.620000 -0.062109 -2.014848
1.640000 -0.062537 -2.015787
1.660000 -0.062104 -2.012790
1.680000 -0.062733 -2.022354
1.700000 -0.063810 -2.022732
1.720000 -0.066738 -2.027045
1.740000 -0.069049 -2.026793
1.760000 -0.072002 -2.023152
1.780000 -0.074054 -2.024679
1.800000 -0.077686 -2.023558
1.820000 -0.082041 -2.020506
1.840000 -0.086022 -2.026219
1.860000 -0.088778 -2.022830
1.880000 -0.093527 -2.020156
1.900000 -0.099347 -2.020562
1.920000 -0.105133 -2.022746
1.940000 -0.109920 -2.021934
1.960000 -0.114153 -2.024959
1.980000 -0.120088 -2.018965
2.000000 -0.126613 -2.022788
2.020000 -0.130947 -2.020842
2.040000 -0.134697 -2.023404
2.060000 -0.138442 -2.021304
2.080000 -0.142798 -2.024287
2.100000 -0.145609 -2.017677
2.120000 -0.149068 -2.016193
2.140000 -0.151576 -2.012118
