/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	Wave_calibration_postexperiment
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	Wave calibration for interpolated OSWEC RAO runs. probe positions: probe 1 (staff, front) - 134 in; probe 2 (sonic, alongside) - 193.5 in; probe 3 (staff, behind) - 274.5 in ; probe 4 (sonic, behind) - 332.5 in. Data aquisition specifications: wave start time: 0 s; wave end time: 40 s; delta t: 0.05; ramp time: 3 s; end time delay: 20 s; sampling rate: 2 ms.  Naming convention: T(period)_A(actuator amp)_B(beach distance)
* Date and Time:	Tue 06 Jul 2021 03:24:34 PM EDT
***********************************************************/

"Time(s)"	"ActuatorPos(mm)"	"WP1(m)"	"WP2(m)"	"WP3(m)"	"WP4(m)"	
0.00000	0.00000	-2.04274	-1.96892	-0.47483	-0.45920
0.00200	0.00000	-2.04274	-1.96892	-0.47483	-0.45920
0.00400	0.00000	0.00010	-0.00050	0.00250	-0.00191
0.00600	0.00142	0.00078	-0.00067	0.00157	-0.00084
0.00800	0.00142	0.00062	-0.00039	0.00221	-0.00099
0.01000	0.00142	0.00018	0.00216	0.00232	-0.00083
0.01200	0.00142	0.00266	-0.00034	0.00190	-0.00079
0.01400	0.00142	0.00056	-0.00034	0.00226	-0.00101
0.01600	0.00142	0.00185	-0.00035	0.00223	-0.00338
0.01800	0.00145	0.00278	-0.00066	0.00216	-0.00345
0.02000	0.00145	0.00135	-0.00071	0.00156	-0.00361
0.02200	0.00145	0.00037	-0.00249	-0.00003	-0.00364
0.02400	0.00145	0.00146	0.00062	0.00012	-0.00374
0.02600	0.00145	0.00068	0.00224	-0.00028	-0.01149
0.02800	0.00153	-0.00020	0.00060	-0.00014	-0.01122
0.03000	0.00153	0.00041	0.00015	0.00027	-0.01085
0.03200	0.00153	0.00123	0.00104	0.00042	-0.01087
0.03400	0.00153	-0.00009	-0.00061	0.00015	-0.01108
0.03600	0.00153	0.00041	-0.00054	0.00053	-0.00776
0.03800	0.00160	-0.00013	-0.00123	0.00027	-0.00802
0.04000	0.00160	-0.00028	0.00127	0.00021	-0.00761
0.04200	0.00160	0.00054	0.00169	-0.00056	-0.00767
0.04400	0.00160	-0.00022	0.00074	-0.00071	-0.00806
0.04600	0.00160	-0.00085	-0.00095	-0.00058	-0.00276
0.04800	0.00167	0.00378	-0.00026	-0.00064	-0.00247
0.05000	0.00167	0.00232	-0.00016	-0.00083	-0.00242
0.05200	0.00167	0.00232	-0.00257	0.00095	-0.00247
0.05400	0.00167	0.00088	-0.00013	0.00139	-0.00259
0.05600	0.00167	0.00051	0.00143	0.00113	-0.00003
0.05800	0.00175	-0.00013	0.00172	0.00115	0.00006
0.06000	0.00175	0.00028	0.00089	0.00131	0.00025
0.06200	0.00175	0.00055	0.00140	0.00176	0.00059
0.06400	0.00175	0.00009	-0.00060	0.00184	0.00043
0.06600	0.00185	0.00010	-0.00048	0.00223	-0.00596
0.06800	0.00185	0.00068	-0.00001	0.00206	-0.00584
0.07000	0.00185	0.00020	-0.00108	0.00156	-0.00624
0.07200	0.00185	0.00032	0.00113	0.00059	-0.00608
0.07400	0.00185	-0.00013	0.00138	0.00015	-0.00631
0.07600	0.00185	-0.00002	-0.00072	0.00028	-0.01114
0.07800	0.00190	0.00080	-0.00033	0.00045	-0.01182
