% Original filename: Decay 90Deg0004.mat
90 Deg Decay Run 4 2018-04-13
Time(s) Response(deg) LoadCell(N)
0.000000 -3.845990 0.044531
0.020000 -3.980127 0.048774
0.040000 -4.110123 0.042304
0.060000 -4.235953 0.047779
0.080000 -4.357591 0.044083
0.100000 -4.475014 0.049642
0.120000 -4.588194 0.049306
0.140000 -4.697108 0.047695
0.160000 -4.801731 0.054837
0.180000 -4.902037 0.050832
0.200000 -4.998001 0.044727
0.220000 -5.089599 0.050468
0.240000 -5.176804 0.044321
0.260000 -5.259593 0.049978
0.280000 -5.337940 0.049292
0.300000 -5.411819 0.049600
0.320000 -5.481207 0.049824
0.340000 -5.546077 0.044251
0.360000 -5.606405 0.046743
0.380000 -5.662165 0.040848
0.400000 -5.713334 0.050510
0.420000 -5.758924 0.042962
0.440000 -5.799406 0.046617
0.460000 -5.835679 0.053535
0.480000 -5.868093 0.048844
0.500000 -5.896080 0.049068
0.520000 -5.919001 0.050482
0.540000 -5.936921 0.040820
0.560000 -5.949618 0.049138
0.580000 -5.957909 0.051420
0.600000 -5.962314 0.051154
0.620000 -5.962456 0.045021
0.640000 -5.957238 0.046001
0.660000 -5.946083 0.048340
0.680000 -5.931353 0.046533
0.700000 -5.913168 0.051462
0.720000 -5.890813 0.053073
0.740000 -5.863476 0.047051
0.760000 -5.831042 0.044097
0.780000 -5.793443 0.053913
0.800000 -5.752305 0.048466
0.820000 -5.707323 0.043606
0.840000 -5.658618 0.044783
0.860000 -5.604116 0.042794
0.880000 -5.545053 0.046911
0.900000 -5.481964 0.045203
0.920000 -5.415273 0.043410
0.940000 -5.344657 0.044461
0.960000 -5.269772 0.040358
0.980000 -5.189741 0.044265
1.000000 -5.106037 0.048802
1.020000 -5.018079 0.047317
1.040000 -4.926370 0.045567
1.060000 -4.831307 0.043957
1.080000 -4.731382 0.047149
1.100000 -4.627668 0.045567
1.120000 -4.519996 0.048102
1.140000 -4.409590 0.044797
1.160000 -4.295622 0.052331
1.180000 -4.178726 0.052415
1.200000 -4.057367 0.050748
1.220000 -3.932429 0.048228
1.240000 -3.804749 0.050552
1.260000 -3.675150 0.050762
1.280000 -3.542875 0.056168
1.300000 -3.407863 0.046435
1.320000 -3.269795 0.054053
1.340000 -3.128537 0.050118
1.360000 -2.985597 0.050636
1.380000 -2.841258 0.051182
1.400000 -2.695625 0.051252
1.420000 -2.547514 0.051112
1.440000 -2.397318 0.049292
1.460000 -2.244833 0.047485
1.480000 -2.092014 0.050412
1.500000 -1.938467 0.049264
1.520000 -1.783457 0.041086
1.540000 -1.625813 0.043102
1.560000 -1.468099 0.044321
1.580000 -1.309068 0.039742
1.600000 -1.150530 0.042962
1.620000 -0.992216 0.047892
1.640000 -0.833206 0.051728
1.660000 -0.673476 0.046855
1.680000 -0.513572 0.048158
1.700000 -0.353538 0.044573
1.720000 -0.194324 0.047990
1.740000 -0.036536 0.040582
1.760000 0.121802 0.049292
1.780000 0.280248 0.041282
1.800000 0.436608 0.045665
1.820000 0.592186 0.045315
1.840000 0.746704 0.048830
1.860000 0.898528 0.052569
1.880000 1.051858 0.052527
1.900000 1.202978 0.050594
1.920000 1.352429 0.044405
1.940000 1.499033 0.045035
1.960000 1.644515 0.046071
1.980000 1.788955 0.044209
2.000000 1.930629 0.046141
2.020000 2.073182 0.037487
2.040000 2.211373 0.044041
2.060000 2.348274 0.044713
2.080000 2.480397 0.043046
2.100000 2.612307 0.046715
2.120000 2.742138 0.049040
2.140000 2.873303 0.042150
2.160000 2.997367 0.040806
2.180000 3.122188 0.043438
2.200000 3.238929 0.041828
2.220000 3.356484 0.042976
2.240000 3.473271 0.039531
2.260000 3.583850 0.047177
2.280000 3.691674 0.042010
2.300000 3.796795 0.040610
2.320000 3.899945 0.044125
2.340000 4.002783 0.042108
2.360000 4.098415 0.042948
2.380000 4.190185 0.044741
2.400000 4.276771 0.048116
2.420000 4.359422 0.047163
2.440000 4.439945 0.044153
2.460000 4.520305 0.040596
2.480000 4.598212 0.043214
2.500000 4.671519 0.045917
2.520000 4.738728 0.048200
2.540000 4.800364 0.049572
2.560000 4.857975 0.044545
2.580000 4.912079 0.046211
2.600000 4.962582 0.049768
2.620000 5.006365 0.047541
2.640000 5.046223 0.046323
2.660000 5.082797 0.039363
2.680000 5.115641 0.046715
2.700000 5.144407 0.043985
2.720000 5.168942 0.049054
2.740000 5.186861 0.046351
2.760000 5.201446 0.043396
2.780000 5.211262 0.044195
2.800000 5.216224 0.049572
2.820000 5.220155 0.042766
2.840000 5.218517 0.050202
2.860000 5.210389 0.045371
2.880000 5.195759 0.045553
2.900000 5.182372 0.043214
2.920000 5.163684 0.046043
2.940000 5.139466 0.039616
2.960000 5.110881 0.043032
2.980000 5.081625 0.036591
3.000000 5.043789 0.046827
3.020000 5.003995 0.044293
3.040000 4.959025 0.042836
3.060000 4.910865 0.039391
3.080000 4.862280 0.002493
3.100000 4.808460 -0.007996
3.120000 4.749685 0.113203
3.140000 4.687367 0.061517
3.160000 4.618824 0.041590
3.180000 4.548851 0.057414
3.200000 4.475652 0.041212
3.220000 4.403014 0.039377
3.240000 4.326008 0.056518
3.260000 4.247624 0.044209
3.280000 4.165247 0.036913
3.300000 4.078300 0.037795
3.320000 3.983875 0.041380
3.340000 3.887086 0.039644
3.360000 3.788946 0.043410
3.380000 3.689448 0.042122
3.400000 3.587394 0.043438
3.420000 3.477960 0.048788
3.440000 3.367583 0.048732
3.460000 3.257279 0.043256
3.480000 3.144485 0.048466
3.500000 3.030349 0.047864
3.520000 2.911754 0.044433
3.540000 2.790551 0.049740
3.560000 2.668499 0.045469
3.580000 2.547733 0.039910
3.600000 2.426221 0.047373
3.620000 2.302556 0.044783
3.640000 2.176495 0.048088
3.660000 2.045420 0.045903
3.680000 1.918352 0.042304
3.700000 1.794008 0.042374
3.720000 1.664884 0.046659
3.740000 1.535503 0.047934
3.760000 1.405810 0.042080
3.780000 1.270592 0.045399
3.800000 1.134437 0.034784
3.820000 0.999034 0.047948
3.840000 0.868845 0.051784
3.860000 0.737904 0.047387
3.880000 0.604051 0.042178
3.900000 0.468680 0.037473
3.920000 0.334285 0.039377
3.940000 0.202725 0.045679
3.960000 0.072683 0.037837
3.980000 -0.061716 0.045469
4.000000 -0.195263 0.038383
4.020000 -0.326825 0.041814
4.040000 -0.459036 0.038453
4.060000 -0.587414 0.042080
4.080000 -0.714808 0.045707
4.100000 -0.845636 0.039097
4.120000 -0.975525 0.040442
4.140000 -1.102946 0.039798
4.160000 -1.228853 0.040764
4.180000 -1.354560 0.036983
4.200000 -1.477529 0.045203
4.220000 -1.602856 0.034980
4.240000 -1.721598 0.051196
4.260000 -1.835628 0.038257
4.280000 -1.947987 0.040736
4.300000 -2.061289 0.042290
4.320000 -2.169014 0.042990
4.340000 -2.273350 0.042444
4.360000 -2.375336 0.043999
4.380000 -2.471356 0.032880
4.400000 -2.565101 0.040778
4.420000 -2.656328 0.045259
4.440000 -2.744179 0.036647
4.460000 -2.829428 0.042304
4.480000 -2.912070 0.041310
4.500000 -2.995726 0.032446
4.520000 -3.077049 0.039461
4.540000 -3.154699 0.042850
4.560000 -3.231874 0.043817
4.580000 -3.306289 0.033454
4.600000 -3.377939 0.042948
4.620000 -3.446410 0.043705
4.640000 -3.514182 0.037795
4.660000 -3.582883 0.042864
4.680000 -3.650172 0.043508
4.700000 -3.716208 0.043859
4.720000 -3.775589 0.050706
4.740000 -3.832195 0.044573
4.760000 -3.889538 0.045987
4.780000 -3.946081 0.044083
4.800000 -3.996978 0.044167
4.820000 -4.040121 0.045049
4.840000 -4.083521 0.041744
4.860000 -4.119764 0.045693
4.880000 -4.152897 0.051308
4.900000 -4.186010 0.043242
4.920000 -4.210268 0.043130
4.940000 -4.229299 0.046183
4.960000 -4.242907 0.039896
4.980000 -4.250220 0.045665
5.000000 -4.251307 0.046071
5.020000 -4.250244 0.048326
5.040000 -4.239396 0.038299
5.060000 -4.223573 0.040050
5.080000 -4.201010 0.047443
5.100000 -4.177066 0.046113
5.120000 -4.143761 0.047639
5.140000 -4.107732 0.044237
5.160000 -4.068925 0.033748
5.180000 -4.021772 0.041590
5.200000 -3.972305 0.039868
5.220000 -3.920970 0.046729
5.240000 -3.867533 0.043620
5.260000 -3.811904 0.054249
5.280000 -3.757318 0.021243
5.300000 -3.696122 0.042892
5.320000 -3.629026 0.047807
5.340000 -3.567311 0.037879
5.360000 -3.505246 0.031704
5.380000 -3.442251 0.043480
5.400000 -3.378010 0.055523
5.420000 -3.309716 0.047709
5.440000 -3.241671 0.044363
5.460000 -3.173878 0.040302
5.480000 -3.106743 0.035877
5.500000 -3.038070 0.037627
5.520000 -2.962048 0.041170
5.540000 -2.887677 0.035583
5.560000 -2.813254 0.039433
5.580000 -2.735813 0.039167
5.600000 -2.658010 0.043522
