% Original filename: Decay 90Deg0001.mat
90 Deg Decay Run 1 2018-04-13
Time(s) Response(deg) LoadCell(N)
0.000000 8.605118 0.053591
0.020000 8.462014 0.052499
0.040000 8.312421 0.045819
0.060000 8.156488 0.050496
0.080000 7.994362 0.051252
0.100000 7.826191 0.050986
0.120000 7.652123 0.045441
0.140000 7.472305 0.042920
0.160000 7.286887 0.042234
0.180000 7.096015 0.053717
0.200000 6.899837 0.045567
0.220000 6.698502 0.049068
0.240000 6.492158 0.047962
0.260000 6.280951 0.037697
0.280000 6.065031 0.052345
0.300000 5.844545 0.046575
0.320000 5.619641 0.050314
0.340000 5.390466 0.050454
0.360000 5.157170 0.057666
0.380000 4.919899 0.055383
0.400000 4.678802 0.048872
0.420000 4.433474 0.053451
0.440000 4.184250 0.042766
0.460000 3.930487 0.049278
0.480000 3.673761 0.042542
0.500000 3.415533 0.043326
0.520000 3.152535 0.049866
0.540000 2.887588 0.050706
0.560000 2.619984 0.052149
0.580000 2.350626 0.042976
0.600000 2.078769 0.048144
0.620000 1.804091 0.032978
0.640000 1.528043 0.049866
0.660000 1.252613 0.039952
0.680000 0.976797 0.043943
0.700000 0.698118 0.049558
0.720000 0.419088 0.044937
0.740000 0.141033 0.043929
0.760000 -0.137796 0.045959
0.780000 -0.415663 0.037977
0.800000 -0.692997 0.043901
0.820000 -0.968917 0.044139
0.840000 -1.243720 0.038691
0.860000 -1.516919 0.049712
0.880000 -1.789092 0.044377
0.900000 -2.058596 0.043648
0.920000 -2.325489 0.046645
0.940000 -2.591682 0.042500
0.960000 -2.855660 0.043985
0.980000 -3.114877 0.041226
1.000000 -3.372027 0.038971
1.020000 -3.625376 0.039321
1.040000 -3.876789 0.047583
1.060000 -4.125900 0.050146
1.080000 -4.369721 0.048004
1.100000 -4.609720 0.043634
1.120000 -4.847086 0.038565
1.140000 -5.082174 0.040540
1.160000 -5.311193 0.046785
1.180000 -5.535729 0.039503
1.200000 -5.755950 0.043424
1.220000 -5.970329 0.041786
1.240000 -6.181062 0.034056
1.260000 -6.384383 0.039980
1.280000 -6.583942 0.034602
1.300000 -6.779446 0.035653
1.320000 -6.968162 0.042850
1.340000 -7.151116 0.040260
1.360000 -7.330236 0.039111
1.380000 -7.504556 0.039784
1.400000 -7.673102 0.045077
1.420000 -7.835789 0.041590
1.440000 -7.992835 0.036549
1.460000 -8.142881 0.041170
1.480000 -8.286268 0.035330
1.500000 -8.421996 0.038383
1.520000 -8.550752 0.037683
1.540000 -8.672694 0.036255
1.560000 -8.784307 0.044629
1.580000 -8.887712 0.042640
1.600000 -8.985612 0.044825
1.620000 -9.075261 0.040988
1.640000 -9.156911 0.041660
1.660000 -9.231486 0.039055
1.680000 -9.297563 0.041996
1.700000 -9.356288 0.036101
1.720000 -9.409542 0.040344
1.740000 -9.453767 0.038299
1.760000 -9.488425 0.044951
1.780000 -9.516751 0.034238
1.800000 -9.537118 0.041128
1.820000 -9.549390 0.039139
1.840000 -9.555685 0.041268
1.860000 -9.555287 0.043256
1.880000 -9.548384 0.039209
1.900000 -9.536444 0.040974
1.920000 -9.519442 0.039672
1.940000 -9.497878 0.046309
1.960000 -9.467349 0.040372
1.980000 -9.428142 0.037291
2.000000 -9.382174 0.034378
2.020000 -9.330854 0.040176
2.040000 -9.273468 0.042542
2.060000 -9.207714 0.038957
2.080000 -9.136245 0.045511
2.100000 -9.059910 0.036101
2.120000 -8.974793 0.036353
2.140000 -8.885328 0.042990
2.160000 -8.786316 0.044601
2.180000 -8.680849 0.052891
2.200000 -8.570004 0.046869
2.220000 -8.449795 0.048452
2.240000 -8.319604 0.040442
2.260000 -8.182132 0.054543
2.280000 -8.037146 0.053283
2.300000 -7.882893 0.044531
2.320000 -7.723736 0.047457
2.340000 -7.556160 0.045861
2.360000 -7.381275 0.042794
2.380000 -7.204847 0.048158
2.400000 -7.022763 0.050580
2.420000 -6.834323 0.043999
2.440000 -6.643901 0.046659
2.460000 -6.445862 0.037907
2.480000 -6.242032 0.041702
2.500000 -6.033486 0.045287
2.520000 -5.818209 0.043158
2.540000 -5.599454 0.043256
2.560000 -5.372753 0.039377
2.580000 -5.139520 0.043747
2.600000 -4.902292 0.043999
2.620000 -4.666284 0.041422
2.640000 -4.422891 0.037389
2.660000 -4.179351 0.042780
2.680000 -3.934956 0.045245
2.700000 -3.688475 0.038285
2.720000 -3.440570 0.046155
2.740000 -3.186079 0.041548
2.760000 -2.928605 0.047723
2.780000 -2.669353 0.039714
2.800000 -2.408065 0.041534
2.820000 -2.142248 0.041912
2.840000 -1.875748 0.035625
2.860000 -1.612755 0.040890
2.880000 -1.352173 0.044279
2.900000 -1.093176 0.047317
2.920000 -0.834401 0.032964
2.940000 -0.581550 0.047751
